opponent_name,game_date,score,opponent_score,location,neutral_site_location,game_length,attendence,opponent_id,year,school_id
Westminster (UT),01/15/2016,79,60,Away,,,308,30209,2016,929
Colorado Mesa,01/16/2016,71,88,Away,,,995,11416,2016,929
N.M. Highlands,01/22/2016,91,100,Home,,,576,8577,2016,929
Western N.M.,01/23/2016,94,88,Home,,,566,1445,2016,929
Chadron St.,01/29/2016,94,78,Home,,,582,1012,2016,929
Regis (CO),01/30/2016,62,74,Home,,,613,568,2016,929
Black Hills St.,02/05/2016,74,58,Away,,,713,30134,2016,929
South Dakota Mines,02/06/2016,77,59,Away,,,429,30139,2016,929
Colorado St.-Pueblo,02/12/2016,85,78,Home,,,521,2720,2016,929
Western St.,02/13/2016,98,99,Home,,,732,2759,2016,929
Western N.M.,02/19/2016,84,66,Away,,,142,1445,2016,929
N.M. Highlands,02/20/2016,92,95,Away,,1 OT,700,8577,2016,929
Fort Lewis,02/26/2016,73,103,Away,,,1823,1083,2016,929
Colorado Mines,03/01/2016,69,78,Away,,,381,155,2016,929
Dowling,11/13/2015,85,65,Neutral,"Queens, N.Y. - Fitzgerald Gymnasium",,250,2692,2016,3
Queens (NY),11/14/2015,79,74,Away,,,137,560,2016,3
Southern Conn. St.,11/18/2015,80,90,Home,,,243,658,2016,3
American Int'l,11/21/2015,91,79,Away,,,154,22,2016,3
New Haven,11/24/2015,77,70,Home,,,146,470,2016,3
Roberts Wesleyan,11/28/2015,86,82,Away,,,257,30150,2016,3
Lincoln (PA),11/30/2015,75,74,Away,,,1100,357,2016,3
Le Moyne,12/05/2015,83,76,Home,,,450,349,2016,3
Salem Int'l,12/08/2015,94,59,Home,,,246,19117,2016,3
Nyack,12/09/2015,78,72,Home,,1 OT,206,1277,2016,3
Saint Rose,12/12/2015,74,95,Away,,,412,1347,2016,3
Concordia (NY),12/18/2015,94,91,Home,,,215,162,2016,3
Pace,01/02/2016,73,64,Home,,2 OT,608,533,2016,3
Goldey-Beacom,01/04/2016,77,73,Away,,,115,8366,2016,3
Franklin Pierce,01/06/2016,62,58,Away,,,154,241,2016,3
Saint Michael's,01/09/2016,84,59,Home,,,236,613,2016,3
Bentley,01/13/2016,61,81,Away,,,289,56,2016,3
Southern N.H.,01/16/2016,77,72,Home,,,356,468,2016,3
Stonehill,01/20/2016,60,77,Home,,,322,682,2016,3
Merrimack,01/23/2016,102,93,Away,,2 OT,294,410,2016,3
St. Anselm,01/26/2016,79,109,Away,,,349,593,2016,3
Assumption,01/30/2016,87,75,Home,,,456,36,2016,3
Pace,02/03/2016,74,82,Away,,,411,533,2016,3
Southern Conn. St.,02/06/2016,81,92,Away,,,743,658,2016,3
Saint Rose,02/10/2016,74,69,Home,,,567,1347,2016,3
New Haven,02/13/2016,64,61,Away,,,316,470,2016,3
Le Moyne,02/17/2016,75,78,Away,,,378,349,2016,3
American Int'l,02/23/2016,88,71,Home,,,1376,22,2016,3
Stonehill,02/28/2016,101,103,Home,,1 OT,872,682,2016,3
Robert Morris-Peoria,11/13/2015,105,76,Neutral,"Kenosha, Wis./Tarble Arena",,65,,2016,4
Carthage,11/14/2015,69,59,Away,,,550,121,2016,4
Allegheny,11/20/2015,84,51,Away,,,520,19,2016,4
Fredonia,11/21/2015,83,57,Neutral,"Meadville, Pa. - David V. Wise Center",,115,242,2016,4
Siena Heights,11/24/2015,76,62,Home,,,801,,2016,4
North Park,11/28/2015,70,73,Home,,,99,496,2016,4
Elmhurst,12/02/2015,50,82,Away,,,438,212,2016,4
CWRU,12/05/2015,70,64,Away,,,113,122,2016,4
Wis.-Oshkosh,12/19/2015,61,70,Neutral,"Hershey Hall, Angola, Ind.",,104,798,2016,4
Millikin,12/20/2015,57,62,Neutral,"Hershey Hall, Angola, Ind.",,245,424,2016,4
Mich.-Dearborn,12/30/2015,76,58,Away,,,162,,2016,4
Olivet,01/06/2016,81,61,Home,,,470,525,2016,4
Alma,01/09/2016,66,85,Away,,,388,21,2016,4
Trine,01/13/2016,55,69,Away,,,477,30037,2016,4
Albion,01/16/2016,62,65,Home,,,470,15,2016,4
Hope,01/20/2016,73,76,Home,,,216,286,2016,4
Calvin,01/23/2016,85,61,Home,,,332,114,2016,4
Kalamazoo,01/27/2016,100,63,Away,,,412,326,2016,4
Olivet,01/30/2016,83,76,Away,,1 OT,385,525,2016,4
Alma,02/03/2016,63,68,Home,,,470,21,2016,4
Trine,02/06/2016,79,68,Home,,,555,30037,2016,4
Albion,02/10/2016,41,60,Away,,,192,15,2016,4
Hope,02/13/2016,71,94,Away,,,3177,286,2016,4
Calvin,02/17/2016,68,72,Away,,,427,114,2016,4
Kalamazoo,02/20/2016,79,72,Home,,,449,326,2016,4
Southern Ill.,11/13/2015,75,77,Away,,,4759,659,2016,721
Tennessee Tech,11/16/2015,80,70,Home,,,488,692,2016,721
Mississippi Val.,11/19/2015,65,64,Home,,,1129,432,2016,721
Robert Morris,11/22/2015,64,52,Home,,,983,579,2016,721
Colorado,11/25/2015,70,81,Away,,,7698,157,2016,721
New Mexico St.,11/28/2015,66,64,Home,,1 OT,1034,472,2016,721
The Citadel,12/02/2015,97,93,Home,,,806,141,2016,721
Denver,12/05/2015,61,59,Away,,,3547,183,2016,721
Ohio St.,12/08/2015,50,74,Away,,,11816,518,2016,721
Army West Point,12/12/2015,80,90,Home,,,1694,725,2016,721
UC Davis,12/19/2015,67,60,Away,,,1176,108,2016,721
Johnson & Wales (CO),12/22/2015,80,56,Home,,,1075,,2016,721
Western St.,12/29/2015,86,66,Home,,,2009,2759,2016,721
San Jose St.,01/02/2016,64,57,Home,,,1131,630,2016,721
Wyoming,01/06/2016,52,64,Away,,,4681,811,2016,721
Nevada,01/09/2016,63,86,Home,,,1352,466,2016,721
Utah St.,01/12/2016,60,79,Away,,,9243,731,2016,721
UNLV,01/16/2016,64,100,Away,,,13198,465,2016,721
Colorado St.,01/20/2016,79,83,Home,,,2021,156,2016,721
Fresno St.,01/23/2016,55,56,Home,,,2083,96,2016,721
New Mexico,01/27/2016,55,84,Away,,,12072,473,2016,721
San Jose St.,01/30/2016,54,75,Away,,,2169,630,2016,721
Wyoming,02/02/2016,70,62,Home,,,876,811,2016,721
Boise St.,02/06/2016,61,53,Home,,,2097,66,2016,721
Nevada,02/10/2016,52,72,Away,,,5624,466,2016,721
San Diego St.,02/13/2016,61,70,Away,,,12414,626,2016,721
UNLV,02/16/2016,79,74,Home,,,1445,465,2016,721
New Mexico,02/20/2016,76,72,Home,,,3327,473,2016,721
Fresno St.,02/24/2016,63,64,Away,,,6284,96,2016,721
Utah St.,03/01/2016,65,78,Home,,,1556,731,2016,721
Colorado St.,03/05/2016,73,87,Away,,,4226,156,2016,721
UNLV,03/09/2016,102,108,Away,,3 OT,5970,465,2016,721
Cleveland St.,11/14/2015,65,53,Neutral,M.A.C. - Center,,5471,148,2016,5
Hiram,11/16/2015,100,30,Home,,,2638,281,2016,5
Arkansas,11/18/2015,88,80,Away,,,14041,31,2016,5
Villanova,11/22/2015,56,75,Away,,,6500,739,2016,5
Green Bay,11/24/2015,63,66,Away,,,2230,794,2016,5
Charleston So.,11/27/2015,82,58,Home,,,2469,48,2016,5
Coppin St.,12/02/2015,77,71,Home,,,2903,165,2016,5
Marshall,12/04/2015,75,65,Away,,,4631,388,2016,5
Bethune-Cookman,12/12/2015,81,60,Home,,,2828,61,2016,5
UC Santa Barbara,12/21/2015,84,70,Neutral,"South Point Arena (Las Vegas, NV)",,250,104,2016,5
Iona,12/23/2015,78,64,Neutral,"Las Vegas, NV - South Point Arena",,225,310,2016,5
South Carolina St.,12/30/2015,78,68,Home,,,2741,647,2016,5
Lipscomb,01/02/2016,80,73,Home,,,3652,28600,2016,5
Buffalo,01/05/2016,75,71,Away,,,2226,86,2016,5
Western Mich.,01/08/2016,62,53,Home,,,2642,774,2016,5
Central Mich.,01/12/2016,81,92,Away,,,2260,129,2016,5
Toledo,01/15/2016,64,78,Away,,,5130,709,2016,5
Eastern Mich.,01/19/2016,92,88,Home,,,2839,204,2016,5
Miami (OH),01/23/2016,75,46,Home,,,3686,414,2016,5
Northern Ill.,01/26/2016,76,66,Home,,,3205,503,2016,5
Ball St.,01/30/2016,73,64,Away,,,3021,47,2016,5
Ohio,02/02/2016,80,68,Away,,,6403,519,2016,5
Central Mich.,02/06/2016,92,87,Home,,,3829,129,2016,5
Bowling Green,02/09/2016,83,68,Away,,,1554,71,2016,5
Northern Ill.,02/13/2016,79,80,Away,,,3457,503,2016,5
Buffalo,02/16/2016,80,70,Home,,,3069,86,2016,5
Kent St.,02/19/2016,76,85,Away,,,6327,331,2016,5
Miami (OH),02/23/2016,64,77,Away,,,1371,414,2016,5
Bowling Green,02/26/2016,89,54,Home,,,4284,71,2016,5
Ohio,03/01/2016,91,76,Home,,,4192,519,2016,5
Kent St.,03/04/2016,74,60,Home,,,5301,331,2016,5
Eastern Mich.,03/10/2016,65,63,Neutral,"Cleveland, Ohio (Quicken",,2217,204,2016,5
Bowling Green,03/11/2016,80,66,Neutral,"Cleveland, Ohio (Quicken",,6427,71,2016,5
Buffalo,03/12/2016,61,64,Neutral,"Cleveland, Ohio (Quicken Loans Arena)",,6719,86,2016,5
Ohio St.,03/15/2016,63,72,Away,,1 OT,4698,518,2016,5
Tampa,11/13/2015,82,61,Neutral,"Saint Leo, Fla. -- Bowman Center",,125,689,2016,10
Saint Leo,11/14/2015,90,93,Away,,1 OT,455,608,2016,10
Stillman,11/20/2015,93,78,Home,,,1572,680,2016,10
Trevecca Nazarene,11/21/2015,85,78,Home,,,1126,30002,2016,10
Trevecca Nazarene,11/30/2015,76,81,Away,,,710,30002,2016,10
West Florida,12/02/2015,74,65,Away,,,223,11740,2016,10
Valdosta St.,12/05/2015,102,96,Away,,1 OT,825,734,2016,10
West Ala.,12/10/2015,66,74,Home,,,1190,358,2016,10
West Ga.,12/12/2015,94,84,Home,,,1041,766,2016,10
Shorter,12/17/2015,100,97,Home,,,1205,30151,2016,10
Lee,12/19/2015,88,75,Home,,,1012,30013,2016,10
Mississippi Col.,01/02/2016,70,64,Away,,,178,429,2016,10
Delta St.,01/04/2016,74,82,Away,,1 OT,1004,181,2016,10
Union (TN),01/09/2016,105,101,Home,,2 OT,1528,30153,2016,10
Christian Bros.,01/11/2016,82,73,Home,,,1064,1015,2016,10
North Ala.,01/16/2016,103,119,Away,,,1328,487,2016,10
Valdosta St.,01/21/2016,80,75,Home,,,1069,734,2016,10
West Florida,01/23/2016,73,61,Home,,,1192,11740,2016,10
West Ga.,01/28/2016,83,73,Away,,,2936,766,2016,10
West Ala.,01/30/2016,74,68,Away,,1 OT,793,358,2016,10
Lee,02/04/2016,78,66,Away,,,744,30013,2016,10
Shorter,02/06/2016,96,78,Away,,,300,30151,2016,10
Delta St.,02/11/2016,85,79,Home,,,1273,181,2016,10
Mississippi Col.,02/13/2016,73,63,Home,,,1289,429,2016,10
Christian Bros.,02/18/2016,76,70,Away,,,473,1015,2016,10
Union (TN),02/20/2016,84,92,Away,,,715,30153,2016,10
North Ala.,02/27/2016,108,88,Home,,,2408,487,2016,10
Shorter,03/01/2016,86,82,Home,,,1508,30151,2016,10
Delta St.,03/04/2016,87,71,Neutral,"Homewood, Ala.",,1072,181,2016,10
West Ga.,03/05/2016,82,99,Neutral,"Homewood, Ala.",,822,766,2016,10
Saint Leo,03/12/2016,98,81,Home,,,2034,608,2016,10
Stillman,03/13/2016,81,71,Home,,,2034,680,2016,10
Barry,03/15/2016,83,87,Home,,,2509,49,2016,10
Kennesaw St.,11/13/2015,77,64,Home,,,14970,1157,2016,8
Dayton,11/17/2015,48,80,Away,,,12118,175,2016,8
La.-Lafayette,11/20/2015,105,93,Home,,,11465,671,2016,8
Xavier,11/26/2015,45,64,Neutral,"HP Field House (Lake Buena Vista, Fla.)",,4629,812,2016,8
Wichita St.,11/27/2015,64,60,Neutral,"Lake Buena Vista, Fla./HP Field House",,4170,782,2016,8
Notre Dame,11/29/2015,74,73,Neutral,"HP Field House (Lake Buena Vista, Fla,)",,4633,513,2016,8
Southern Miss.,12/04/2015,58,55,Away,,,3296,664,2016,8
Clemson,12/13/2015,51,50,Away,,,7412,147,2016,8
Winthrop,12/16/2015,72,60,Home,,,10005,792,2016,8
Oregon,12/21/2015,68,72,Home,,,14508,529,2016,8
Jacksonville St.,12/29/2015,67,59,Home,,1 OT,11417,315,2016,8
Norfolk St.,01/02/2016,68,49,Home,,,10884,485,2016,8
Ole Miss,01/07/2016,66,74,Away,,,9500,433,2016,8
Kentucky,01/09/2016,61,77,Home,,,15383,334,2016,8
South Carolina,01/13/2016,73,50,Home,,,12443,648,2016,8
Vanderbilt,01/16/2016,63,71,Away,,,12565,736,2016,8
Auburn,01/19/2016,77,83,Away,,,9121,37,2016,8
LSU,01/23/2016,70,72,Home,,,15383,365,2016,8
Tennessee,01/26/2016,63,57,Home,,,11429,694,2016,8
South Carolina,01/30/2016,64,78,Away,,,18000,648,2016,8
Mississippi St.,02/02/2016,82,80,Away,,1 OT,6265,430,2016,8
Missouri,02/06/2016,80,71,Home,,,15383,434,2016,8
Texas A&M,02/10/2016,63,62,Home,,,11086,697,2016,8
Florida,02/13/2016,61,55,Away,,,12045,235,2016,8
LSU,02/17/2016,76,69,Away,,,10703,365,2016,8
Mississippi St.,02/20/2016,61,67,Home,,,15383,430,2016,8
Kentucky,02/23/2016,53,78,Away,,,24262,334,2016,8
Auburn,02/27/2016,65,57,Home,,,15383,37,2016,8
Arkansas,03/02/2016,61,62,Home,,,11533,31,2016,8
Georgia,03/05/2016,63,70,Away,,,8280,257,2016,8
Ole Miss,03/10/2016,81,73,Neutral,"2016 SEC Men's Tournament-Nashville, TN",,11750,433,2016,8
Kentucky,03/11/2016,59,85,Neutral,"2016 SEC Men's Tournament-Nashville, TN",,18049,334,2016,8
Creighton,03/15/2016,54,72,Away,,,6305,169,2016,8
Tulane,11/13/2015,68,67,Away,,1 OT,1126,718,2016,6
Southeast Mo. St.,11/19/2015,74,56,Home,,,2300,654,2016,6
Oakwood,11/21/2015,97,89,Home,,,2642,,2016,6
Jacksonville St.,11/24/2015,73,69,Away,,,1019,315,2016,6
Murray St.,11/28/2015,61,63,Away,,,2356,454,2016,6
Saint Louis,12/12/2015,58,75,Away,,,5419,609,2016,6
Western Ky.,12/16/2015,70,79,Away,,,3109,772,2016,6
Evansville,12/22/2015,70,91,Away,,,4746,219,2016,6
Ball St.,12/29/2015,62,63,Away,,,2356,47,2016,6
Grambling,01/02/2016,78,81,Away,,1 OT,150,261,2016,6
Jackson St.,01/04/2016,66,67,Away,,,617,314,2016,6
Ark.-Pine Bluff,01/09/2016,85,70,Home,,,568,2678,2016,6
Mississippi Val.,01/11/2016,73,79,Home,,,633,432,2016,6
Alabama St.,01/16/2016,80,75,Away,,1 OT,5748,7,2016,6
Alcorn,01/23/2016,58,63,Away,,,1459,17,2016,6
Southern U.,01/25/2016,52,73,Away,,,1001,665,2016,6
Prairie View,01/30/2016,83,69,Home,,,574,553,2016,6
Texas Southern,02/01/2016,66,71,Home,,,1022,699,2016,6
Ark.-Pine Bluff,02/06/2016,71,66,Away,,,1402,2678,2016,6
Mississippi Val.,02/08/2016,64,66,Away,,,762,432,2016,6
Alabama St.,02/13/2016,68,74,Home,,,600,7,2016,6
Alcorn,02/20/2016,58,62,Home,,,1237,17,2016,6
Southern U.,02/22/2016,78,66,Home,,,1507,665,2016,6
Texas Southern,02/27/2016,54,77,Away,,,2342,699,2016,6
Prairie View,02/29/2016,65,85,Away,,,683,553,2016,6
Grambling,03/03/2016,58,65,Home,,,673,261,2016,6
Jackson St.,03/05/2016,54,51,Home,,,1112,314,2016,6
Ark.-Pine Bluff,03/08/2016,61,53,Neutral,"Houston, Texas (Toyota Center)",,144,2678,2016,6
Texas Southern,03/09/2016,69,77,Neutral,"Houston, Texas (Toyota Center)",,315,699,2016,6
Virginia Tech,11/14/2015,85,82,Away,,,6519,742,2016,7
UAB,11/16/2015,70,72,Away,,,4833,9,2016,7
Mercer,11/19/2015,49,70,Away,,,3437,406,2016,7
Chattanooga,11/27/2015,58,95,Neutral,Emerald Coast Classic,,250,693,2016,7
Chicago St.,11/28/2015,66,64,Neutral,Northwest Florida State College,,250,136,2016,7
Evansville,12/01/2015,56,88,Away,,,3702,219,2016,7
AUM,12/03/2015,80,78,Home,,,1536,30093,2016,7
Jacksonville St.,12/13/2015,63,60,Away,,,1103,315,2016,7
Elon,12/16/2015,74,91,Away,,,903,1068,2016,7
Coastal Caro.,12/20/2015,65,68,Away,,,1510,149,2016,7
Winthrop,12/22/2015,84,92,Away,,,909,792,2016,7
Fort Valley St.,12/30/2015,105,99,Home,,,256,237,2016,7
Jackson St.,01/02/2016,61,68,Away,,,799,314,2016,7
Grambling,01/04/2016,81,84,Away,,1 OT,426,261,2016,7
Mississippi Val.,01/09/2016,75,74,Home,,1 OT,872,432,2016,7
Ark.-Pine Bluff,01/11/2016,55,59,Home,,,1241,2678,2016,7
Alabama A&M,01/16/2016,75,80,Home,,1 OT,5748,6,2016,7
Southern U.,01/23/2016,69,73,Away,,,1891,665,2016,7
Alcorn,01/25/2016,72,77,Away,,,1439,17,2016,7
Texas Southern,01/30/2016,72,75,Home,,,1846,699,2016,7
Prairie View,02/01/2016,83,77,Home,,,1546,553,2016,7
Mississippi Val.,02/06/2016,73,62,Away,,,793,432,2016,7
Ark.-Pine Bluff,02/08/2016,70,75,Away,,1 OT,981,2678,2016,7
Alabama A&M,02/13/2016,74,68,Away,,,600,6,2016,7
Southern U.,02/20/2016,77,68,Home,,,1324,665,2016,7
Alcorn,02/22/2016,73,60,Home,,,1507,17,2016,7
Prairie View,02/27/2016,73,68,Away,,,439,553,2016,7
Texas Southern,02/29/2016,86,96,Away,,,2648,699,2016,7
Jackson St.,03/03/2016,71,54,Home,,,678,314,2016,7
Grambling,03/05/2016,59,58,Home,,,1051,261,2016,7
Southern U.,03/10/2016,63,83,Neutral,"Houston, Texas (Toyota Center)",,1022,665,2016,7
Upper Iowa,10/30/2015,74,71,Neutral,"Anaheim, CA",,115,728,2016,11
California Baptist,10/31/2015,68,79,Neutral,"Anaheim, CA",,451,30135,2016,11
UC-Colo. Springs,11/01/2015,70,79,Neutral,"Carson, CA",,75,9754,2016,11
Lincoln Christian,11/06/2015,94,47,Home,,,1155,,2016,11
Lincoln Christian,11/07/2015,105,50,Home,,,687,,2016,11
Chaminade,11/13/2015,92,90,Neutral,"Fairbanks, Alaska",,75,133,2016,11
Hawaii Pacific,11/14/2015,69,65,Neutral,"Fairbanks,Alaska (Patty Center)",,100,2696,2016,11
LIFE Pacific,11/20/2015,101,54,Home,,,847,,2016,11
Cal St. Dom. Hills,11/21/2015,78,81,Home,,,734,92,2016,11
San Jose St.,11/28/2015,87,91,Home,,,2419,630,2016,11
Central Wash.,12/03/2015,93,65,Home,,,838,1010,2016,11
Northwest Nazarene,12/05/2015,90,78,Home,,,743,1274,2016,11
Northwest Indian,12/14/2015,108,67,Home,,,462,,2016,11
Seattle Pacific,12/31/2015,61,59,Away,,,215,634,2016,11
Saint Martin's,01/02/2016,91,74,Away,,,281,1343,2016,11
Simon Fraser,01/07/2016,96,83,Home,,,907,30127,2016,11
Western Wash.,01/09/2016,87,84,Home,,,1247,1448,2016,11
Mont. St. Billings,01/12/2016,81,61,Home,,,805,205,2016,11
Alas. Fairbanks,01/16/2016,100,91,Away,,1 OT,919,12,2016,11
Western Ore.,01/21/2016,66,76,Away,,,605,1446,2016,11
Concordia Portland,01/23/2016,90,71,Away,,,427,30200,2016,11
Saint Martin's,01/28/2016,70,73,Home,,,934,1343,2016,11
Seattle Pacific,01/30/2016,71,74,Home,,,1050,634,2016,11
Western Wash.,02/04/2016,108,105,Away,,2 OT,591,1448,2016,11
Simon Fraser,02/06/2016,86,66,Away,,,200,30127,2016,11
Mont. St. Billings,02/09/2016,71,90,Away,,,212,205,2016,11
Alas. Fairbanks,02/11/2016,76,71,Home,,,1805,12,2016,11
Concordia Portland,02/18/2016,93,67,Home,,,926,30200,2016,11
Western Ore.,02/20/2016,58,64,Home,,,1125,1446,2016,11
Northwest Nazarene,02/25/2016,74,61,Away,,,434,1274,2016,11
Central Wash.,02/27/2016,81,88,Away,,1 OT,1917,1010,2016,11
Western Wash.,03/03/2016,73,78,Neutral,"Marcus Pavilion - Lacey, WA",,368,1448,2016,11
Hawaii Pacific,11/13/2015,96,77,Home,,,296,2696,2016,12
Chaminade,11/14/2015,112,102,Home,,,327,133,2016,12
Cal St. Dom. Hills,11/20/2015,81,73,Neutral,"Alaska Airlines Ctr - Anchorage, AK",,275,92,2016,12
LIFE Pacific,11/21/2015,90,75,Neutral,"Alaska Airlines Ctr - Anchorage, AK",,175,,2016,12
Dixie St.,11/27/2015,58,71,Neutral,Alterowitz Gymnasium,,230,30095,2016,12
Dominican (CA),11/28/2015,69,74,Neutral,Alterowitz Gymnasium,,230,30118,2016,12
Northwest Nazarene,12/03/2015,77,72,Home,,,275,1274,2016,12
Central Wash.,12/05/2015,82,71,Home,,,315,1010,2016,12
Northwest Indian,12/11/2015,113,63,Home,,,389,,2016,12
Northwest Indian,12/12/2015,117,70,Home,,,172,,2016,12
Saint Martin's,12/31/2015,79,72,Away,,,266,1343,2016,12
Seattle Pacific,01/02/2016,79,75,Away,,,306,634,2016,12
Western Wash.,01/07/2016,99,100,Home,,1 OT,349,1448,2016,12
Simon Fraser,01/09/2016,73,56,Home,,,281,30127,2016,12
Mont. St. Billings,01/14/2016,69,58,Home,,,300,205,2016,12
Alas. Anchorage,01/16/2016,91,100,Home,,1 OT,919,11,2016,12
Concordia Portland,01/21/2016,99,76,Away,,,387,30200,2016,12
Western Ore.,01/23/2016,59,64,Away,,,965,1446,2016,12
Seattle Pacific,01/28/2016,69,79,Home,,,259,634,2016,12
Saint Martin's,01/30/2016,85,77,Home,,,487,1343,2016,12
Simon Fraser,02/04/2016,78,68,Away,,,150,30127,2016,12
Western Wash.,02/06/2016,78,64,Away,,,805,1448,2016,12
Alas. Anchorage,02/11/2016,71,76,Away,,,1805,11,2016,12
Mont. St. Billings,02/13/2016,66,61,Away,,,278,205,2016,12
Western Ore.,02/18/2016,87,78,Home,,,611,1446,2016,12
Concordia Portland,02/20/2016,92,69,Home,,,531,30200,2016,12
Central Wash.,02/25/2016,92,71,Away,,,1433,1010,2016,12
Northwest Nazarene,02/27/2016,80,55,Away,,,892,1274,2016,12
Western Wash.,03/04/2016,91,90,Neutral,"Marcus Pavilion - Lacey, WA",,329,1448,2016,12
Western Ore.,03/05/2016,71,78,Neutral,"Marcus Pavilion - Lacey, WA",,741,1446,2016,12
Kentucky,11/13/2015,65,78,Away,,,22080,334,2016,14
