player_name,class,season,position,height,g,fg_made,fg_attempts,fg_percent,3pt_made,3pt_attempts,3pt_percent,freethrows_made,freethrows_attempts,freethrows_percent,rebounds_num,rebounds_avg,assists_num,assists_avg,blocks_num,blocks_avg,steals_num,steals_avg,points_num,points_avg,turnovers,dd,td,player_id,year,school_id
"Gaiters, Seth",So.,2003-04,F,77,,,,,,,,,,,,,,,,,,,,,,,,,2004,35
"Ingram, Trent",Sr.,2003-04,G,73,,,,,,,,,,,,,,,,,,,,,,,,,2004,35
"Jones, Alex",Fr.,2003-04,,,27,117,282,0.415,54,135,0.400,49,59,0.831,65,2.407,75,2.778,1,0.037,33,1.222,337,12.481,,,,,2004,35
"Knight, Vahn",Fr.,2003-04,,,27,84,217,0.387,39,104,0.375,73,94,0.777,69,2.556,46,1.704,4,0.148,16,0.593,280,10.370,,,,,2004,35
"Lee, Ryan",Fr.,2003-04,,,9,5,16,0.313,0,5,0.000,0,0,,21,2.333,7,0.778,0,,1,0.111,10,1.111,,,,,2004,35
"Madalone, Tony",Fr.,2003-04,,,3,0,1,0.000,0,0,,1,2,0.500,2,0.667,1,0.333,1,0.333,0,,1,0.333,,,,,2004,35
"Massey, LeBron",Sr.,2003-04,C,79,,,,,,,,,,,,,,,,,,,,,,,,,2004,35
"Mayes, Greg",Fr.,2003-04,,,27,26,53,0.491,0,0,,22,55,0.400,137,5.074,10,0.370,4,0.148,6,0.222,74,2.741,,,,,2004,35
"Miller, Shannon",Sr.,2003-04,G,72,,,,,,,,,,,,,,,,,,,,,,,,,2004,35
"Mims, Roman",Fr.,2003-04,,,1,0,0,,0,0,,2,2,1.000,1,1.000,0,,0,,0,,2,2.000,,,,,2004,35
"Mitchell, Kevin",Jr.,2003-04,G,75,,,,,,,,,,,,,,,,,,,,,,,,,2004,35
"Newell, Chris",Fr.,2003-04,,,26,75,151,0.497,21,56,0.375,30,48,0.625,41,1.577,19,0.731,3,0.115,13,0.500,201,7.731,,,,,2004,35
"Peters, Danny",Fr.,2003-04,,,2,5,8,0.625,1,2,0.500,1,1,1.000,4,2.000,0,,0,,0,,12,6.000,,,,,2004,35
"Rios, Anthony",Jr.,2003-04,G,74,,,,,,,,,,,,,,,,,,,,,,,,,2004,35
"Roberson, Javan",Fr.,2003-04,,,5,3,9,0.333,2,2,1.000,2,2,1.000,8,1.600,0,,0,,1,0.200,10,2.000,,,,,2004,35
"Shorter, Kevin",Fr.,2003-04,,,25,90,161,0.559,0,1,0.000,36,67,0.537,137,5.480,29,1.160,29,1.160,20,0.800,216,8.640,,,,,2004,35
"Steens, Chris",So.,2003-04,G,73,,,,,,,,,,,,,,,,,,,,,,,,,2004,35
"Taylor, Robert",Jr.,2003-04,F,79,,,,,,,,,,,,,,,,,,,,,,,,,2004,35
"Young, Rob",Fr.,2003-04,,,2,3,6,0.500,2,5,0.400,0,0,,3,1.500,2,1.000,0,,1,0.500,8,4.000,,,,,2004,35
"Davidson, Rashun",Sr.,2003-04,F,76,19,39,75,0.520,1,3,0.333,10,23,0.435,66,3.474,5,0.263,0,,9,0.474,89,4.684,,,,,2004,12884
"Davis, Omar",So.,2003-04,G,74,15,6,14,0.429,2,7,0.286,5,5,1.000,13,0.867,8,0.533,0,,8,0.533,19,1.267,,,,,2004,12884
"Dounkian, Mano",So.,2003-04,G,71,9,53,116,0.457,25,57,0.439,12,18,0.667,30,3.333,17,1.889,1,0.111,17,1.889,143,15.889,,,,,2004,12884
"Felix, Chris",So.,2003-04,G,75,22,40,127,0.315,26,93,0.280,12,18,0.667,55,2.500,16,0.727,2,0.091,13,0.591,118,5.364,,,,,2004,12884
"Fitzgerald, Kane",Sr.,2003-04,G,72,11,42,123,0.341,17,50,0.340,30,39,0.769,38,3.455,19,1.727,1,0.091,10,0.909,131,11.909,,,,,2004,12884
"Frazier, Chris",Fr.,2003-04,C,78,,,,,,,,,,,,,,,,,,,,,,,,,2004,12884
"Harris, Andre",So.,2003-04,G,67,17,51,100,0.510,3,8,0.375,41,74,0.554,86,5.059,70,4.118,1,0.059,40,2.353,146,8.588,,,,,2004,12884
"Kennedy, Kelvin",Jr.,2003-04,F,76,23,82,221,0.371,11,50,0.220,48,82,0.585,137,5.957,20,0.870,12,0.522,20,0.870,223,9.696,,,,,2004,12884
"McNamara, Steve",Fr.,2003-04,C,78,25,54,136,0.397,27,88,0.307,12,22,0.545,75,3.000,15,0.600,5,0.200,14,0.560,147,5.880,,,,,2004,12884
"Moore, Lavor",Jr.,2003-04,F,76,4,0,5,0.000,0,0,,0,0,,3,0.750,0,,0,,1,0.250,0,,,,,,2004,12884
"Moore, Lavor",Jr.,2003-04,F,76,4,0,5,0.000,0,0,,0,0,,3,0.750,0,,0,,1,0.250,0,,,,,,2004,12884
"Nurid-din, Bashir",So.,2003-04,G,71,18,15,60,0.250,2,12,0.167,1,7,0.143,34,1.889,21,1.167,0,,14,0.778,33,1.833,,,,,2004,12884
"Ross, Javon",Fr.,2003-04,G,71,1,0,0,,0,0,,2,3,0.667,0,,0,,0,,0,,2,2.000,,,,,2004,12884
"Sherlock, Bryan",Jr.,2003-04,F,76,24,111,276,0.402,53,153,0.346,47,62,0.758,105,4.375,68,2.833,17,0.708,38,1.583,322,13.417,,,,,2004,12884
"Stewart, Chris",Jr.,2003-04,F,76,17,62,121,0.512,10,28,0.357,51,77,0.662,69,4.059,16,0.941,1,0.059,16,0.941,185,10.882,,,,,2004,12884
"Taylor, Paul",Fr.,2003-04,C,78,24,57,111,0.514,0,0,,42,62,0.677,72,3.000,9,0.375,14,0.583,16,0.667,156,6.500,,,,,2004,12884
"Adams, Drew",Fr.,2003-04,,,17,7,18,0.389,5,13,0.385,1,2,0.500,7,0.412,6,0.353,0,,2,0.118,20,1.176,,,,,2004,137
"Carmody, Clay",So.,2003-04,F,79,24,47,96,0.490,0,0,,29,43,0.674,69,2.875,6,0.250,6,0.250,9,0.375,123,5.125,,,,,2004,137
"Cuttica, Brian",Jr.,2003-04,G,74,25,52,169,0.308,35,123,0.285,19,27,0.704,38,1.520,53,2.120,0,,13,0.520,158,6.320,,,,,2004,137
"Dolezal, Mike",Jr.,2003-04,F,78,24,89,196,0.454,33,92,0.359,17,40,0.425,110,4.583,25,1.042,19,0.792,18,0.750,228,9.500,,,,,2004,137
"Fisher, Scott",Sr.,2003-04,F,79,25,171,347,0.493,0,2,0.000,82,128,0.641,148,5.920,25,1.000,7,0.280,9,0.360,424,16.960,,,,,2004,137
"Fitzgerald, Bryan",Jr.,2003-04,G,74,17,8,31,0.258,2,13,0.154,3,8,0.375,13,0.765,6,0.353,0,,4,0.235,21,1.235,,,,,2004,137
"Green, Scott",Sr.,2003-04,F,77,8,2,6,0.333,1,4,0.250,0,3,0.000,3,0.375,0,,0,,1,0.125,5,0.625,,,,,2004,137
"Hicks, Jason",So.,2003-04,F,80,20,14,48,0.292,3,18,0.167,7,15,0.467,26,1.300,7,0.350,2,0.100,4,0.200,38,1.900,,,,,2004,137
"Lowney, Mike",Sr.,2003-04,G,73,22,14,33,0.424,7,19,0.368,12,19,0.632,32,1.455,26,1.182,0,,20,0.909,47,2.136,,,,,2004,137
"Meyer, Jesse",Fr.,2003-04,,,11,11,28,0.393,9,23,0.391,5,11,0.455,8,0.727,4,0.364,0,,1,0.091,36,3.273,,,,,2004,137
"Morelock, Jay",So.,2003-04,G,72,24,28,72,0.389,14,42,0.333,11,16,0.688,22,0.917,11,0.458,0,,3,0.125,81,3.375,,,,,2004,137
"Okonkwo, Uche",So.,2003-04,G,71,22,14,34,0.412,4,15,0.267,12,21,0.571,35,1.591,16,0.727,0,,6,0.273,44,2.000,,,,,2004,137
"Oyenuga, Seyi",Jr.,2003-04,G,74,,,,,,,,,,,,,,,,,,,,,,,,,2004,137
"Todd, Jon",So.,2003-04,F,80,22,8,14,0.571,0,0,,7,11,0.636,25,1.136,6,0.273,1,0.045,2,0.091,23,1.045,,,,,2004,137
"Vismantas, Jason",Fr.,2003-04,,,7,1,6,0.167,0,0,,4,6,0.667,5,0.714,1,0.143,0,,1,0.143,6,0.857,,,,,2004,137
"Waldie, Justin",Jr.,2003-04,G,75,25,109,242,0.450,22,87,0.253,30,44,0.682,100,4.0,52,2.080,5,0.200,24,0.960,270,10.800,,,,,2004,137
"Woodhead, Brandon",Fr.,2003-04,,,25,38,84,0.452,26,51,0.510,16,23,0.696,99,3.960,56,2.240,6,0.240,21,0.840,118,4.720,,,,,2004,137
"Barnett, Jonathan",Fr.,2003-04,,,26,12,37,0.324,4,16,0.250,15,24,0.625,13,0.500,14,0.538,0,,10,0.385,43,1.654,,,,,2004,11403
"Cannan, Ash",Jr.,2003-04,F,79,25,102,161,0.634,0,0,,32,57,0.561,127,5.080,26,1.040,4,0.160,30,1.200,236,9.440,,,,,2004,11403
"Chapman, Todd",So.,2003-04,,,27,38,82,0.463,10,31,0.323,8,14,0.571,32,1.185,12,0.444,7,0.259,16,0.593,94,3.481,,,,,2004,11403
"Gallagher, Josh",So.,2003-04,,,22,29,58,0.500,14,28,0.500,11,19,0.579,17,0.773,10,0.455,2,0.091,4,0.182,83,3.773,,,,,2004,11403
"Godell, Lance",Sr.,2003-04,F,79,28,107,255,0.420,18,49,0.367,88,126,0.698,158,5.643,56,2.000,8,0.286,36,1.286,320,11.429,,,,,2004,11403
"Godfrey, David",Sr.,2003-04,G,74,,,,,,,,,,,,,,,,,,,,,,,,,2004,11403
"Henderson, Steve",So.,2003-04,,,28,68,160,0.425,32,90,0.356,9,19,0.474,58,2.071,49,1.750,6,0.214,30,1.071,177,6.321,,,,,2004,11403
"Hobba, Brent",Jr.,2003-04,F,81,28,155,271,0.572,2,8,0.250,74,102,0.725,149,5.321,34,1.214,14,0.500,48,1.714,386,13.786,,,,,2004,11403
"Johnson, Troy",Fr.,2003-04,,,15,4,16,0.250,3,13,0.231,3,6,0.500,8,0.533,9,0.600,0,,7,0.467,14,0.933,,,,,2004,11403
"Kohls, Micah",Fr.,2003-04,,,28,92,153,0.601,1,2,0.500,47,72,0.653,130,4.643,22,0.786,13,0.464,24,0.857,232,8.286,,,,,2004,11403
"Kreusel, Kory",So.,2003-04,,,12,6,15,0.400,2,4,0.500,12,17,0.706,16,1.333,3,0.250,1,0.083,5,0.417,26,2.167,,,,,2004,11403
"Richards, Todd",Sr.,2003-04,G,68,,,,,,,,,,,,,,,,,,,,,,,,,2004,11403
"Stamer, Brian",Fr.,2003-04,,,3,1,7,0.143,0,0,,0,0,,4,1.333,0,,1,0.333,1,0.333,2,0.667,,,,,2004,11403
"Van Der Kooy, Daniel",Sr.,2003-04,F,82,,,,,,,,,,,,,,,,,,,,,,,,,2004,11403
"Vaughn, Matt",Jr.,2003-04,G,72,28,174,345,0.504,40,112,0.357,113,134,0.843,79,2.821,94,3.357,11,0.393,80,2.857,501,17.893,,,,,2004,11403
"White, Michael",Fr.,2003-04,,,21,9,26,0.346,5,15,0.333,4,6,0.667,11,0.524,6,0.286,1,0.048,4,0.190,27,1.286,,,,,2004,11403
"Yutsy, Curl",Sr.,2003-04,,0,,,,,,,,,,,,,,,,,,,,,,,,,2004,11403
"Yutzi, Curi",Sr.,2003-04,,0,,,,,,,,,,,,,,,,,,,,,,,,,2004,11403
"Yutzy, Curi",Sr.,2003-04,,0,28,58,138,0.420,37,95,0.389,36,40,0.900,35,1.250,40,1.429,3,0.107,40,1.429,189,6.750,,,,,2004,11403
"Yutzy, Luri",Sr.,2003-04,,0,,,,,,,,,,,,,,,,,,,,,,,,,2004,11403
"Betts, Ron",Jr.,2003-04,F,75,24,124,276,0.449,2,14,0.143,36,39,0.923,263,10.958,48,2.000,9,0.375,22,0.917,286,11.917,,,,,2004,2691
"Boone, Chris",So.,2003-04,F,75,24,27,80,0.338,0,0,,9,15,0.600,113,4.708,13,0.542,15,0.625,13,0.542,63,2.625,,,,,2004,2691
"Boyd, Josh",Fr.,2003-04,G,71,8,13,37,0.351,12,29,0.414,10,16,0.625,14,1.750,9,1.125,0,,8,1.000,48,6.000,,,,,2004,2691
"Clay, Dave",Fr.,2003-04,G,70,25,48,141,0.340,20,79,0.253,17,26,0.654,40,1.600,72,2.880,3,0.120,41,1.640,133,5.320,,,,,2004,2691
"Coy, Dan",Sr.,2003-04,F,74,25,97,219,0.443,20,70,0.286,12,15,0.800,110,4.400,17,0.680,6,0.240,16,0.640,226,9.040,,,,,2004,2691
"Gatcomb, Jeremy",So.,2003-04,G,70,3,0,4,0.000,0,1,0.000,0,3,0.000,4,1.333,3,1.000,0,,0,,0,,,,,,2004,2691
"Ghaderi, Markus",Jr.,2003-04,G,72,24,25,87,0.287,16,47,0.340,12,16,0.750,47,1.958,25,1.042,1,0.042,15,0.625,78,3.250,,,,,2004,2691
"Gill, Patrick",Jr.,2003-04,C,79,6,12,20,0.600,0,0,,2,5,0.400,22,3.667,2,0.333,3,0.500,4,0.667,26,4.333,,,,,2004,2691
"Green, Malcolm",So.,2003-04,F,73,17,12,37,0.324,3,11,0.273,8,18,0.444,24,1.412,9,0.529,8,0.471,3,0.176,35,2.059,,,,,2004,2691
"Maggiacomo, Mike",Sr.,2003-04,F,74,25,207,500,0.414,52,170,0.306,106,154,0.688,181,7.240,60,2.400,7,0.280,36,1.440,572,22.880,,,,,2004,2691
"Papaevagelou, Nonda",Fr.,2003-04,F,74,19,29,73,0.397,0,2,0.000,29,46,0.630,55,2.895,11,0.579,1,0.053,4,0.211,87,4.579,,,,,2004,2691
"Prestipino, Carmine",Jr.,2003-04,F,73,25,68,163,0.417,7,24,0.292,29,44,0.659,99,3.960,45,1.800,20,0.800,24,0.960,172,6.880,,,,,2004,2691
"Rodriguez, Mark",So.,2003-04,G,72,,,,,,,,,,,,,,,,,,,,,,,,,2004,2691
"Bring, Ben",Fr.,2003-04,G,72,6,2,6,0.333,0,0,,3,4,0.750,1,0.167,0,,0,,0,,7,1.167,,,,,2004,182
"Hawes, Jon",So.,2003-04,C,78,9,2,4,0.500,0,0,,0,0,,6,0.667,0,,0,,1,0.111,4,0.444,,,,,2004,182
"Hines, Joe",Sr.,2003-04,F,75,26,9,26,0.346,0,0,,1,13,0.077,57,2.192,17,0.654,2,0.077,8,0.308,19,0.731,,,,,2004,182
"Hodgkinson, Danny",Fr.,2003-04,F,78,26,168,288,0.583,0,0,,149,200,0.745,219,8.423,34,1.308,15,0.577,12,0.462,485,18.654,,,,,2004,182
"Hull, Chris",Jr.,2003-04,F,79,26,116,262,0.443,37,95,0.389,29,47,0.617,164,6.308,75,2.885,9,0.346,28,1.077,298,11.462,,,,,2004,182
"Izzo, Dan",Fr.,2003-04,C,80,7,11,24,0.458,2,6,0.333,15,21,0.714,22,3.143,11,1.571,0,,2,0.286,39,5.571,,,,,2004,182
"Julian, Tony",Fr.,2003-04,G,72,26,95,216,0.440,9,20,0.450,83,107,0.776,53,2.038,31,1.192,1,0.038,9,0.346,282,11.0,,,,,2004,182
"Kellogg, Dan",Fr.,2003-04,F,76,22,10,31,0.323,3,17,0.176,9,14,0.643,15,0.682,5,0.227,2,0.091,3,0.136,32,1.455,,,,,2004,182
"Klingler, Matt",Fr.,2003-04,G,73,25,9,22,0.409,2,9,0.222,5,6,0.833,27,1.080,3,0.120,0,,3,0.120,25,1.000,,,,,2004,182
"Shepherd, Clint",Jr.,2003-04,G,71,26,74,238,0.311,48,146,0.329,30,35,0.857,66,2.538,43,1.654,2,0.077,19,0.731,226,8.692,,,,,2004,182
"Streicher, Matt",Sr.,2003-04,G,71,26,32,100,0.320,15,56,0.268,21,28,0.750,42,1.615,27,1.038,3,0.115,29,1.115,100,4.0,,,,,2004,182
"Wagner, John",Fr.,2003-04,F,76,26,47,119,0.395,24,63,0.381,12,21,0.571,57,2.192,36,1.385,3,0.115,15,0.577,130,5.000,,,,,2004,182
"Borman, Andy",Sr.,2003-04,G,76,16,2,3,0.667,1,2,0.500,2,4,0.500,3,0.188,4,0.250,0,,1,0.063,7,0.438,,,,,2004,193
"Borman, Andy",Sr.,2003-04,G,76,16,2,3,0.667,1,2,0.500,2,4,0.500,3,0.188,4,0.250,0,,1,0.063,7,0.438,,,,,2004,193
"Davidson, Patrick",Fr.,2003-04,G,73,11,0,3,0.000,0,2,0.000,0,0,,1,0.091,0,,0,,1,0.091,0,,,,,,2004,193
"Deng, Luol",Fr.,2003-04,F,80,37,210,442,0.475,40,111,0.360,98,138,0.710,255,6.892,68,1.838,39,1.054,49,1.324,558,15.081,,,,,2004,193
"Dockery, Sean",So.,2003-04,G,73,37,46,112,0.411,3,25,0.120,17,33,0.515,50,1.351,47,1.270,1,0.027,56,1.514,112,3.027,,,,,2004,193
"Duhon, Chris",Sr.,2003-04,G,73,37,138,308,0.448,29,96,0.302,65,90,0.722,150,4.054,225,6.081,7,0.189,80,2.162,370,10.000,,,,,2004,193
"Ewing, Daniel",Jr.,2003-04,G,75,37,151,362,0.417,74,180,0.411,92,124,0.742,96,2.595,69,1.865,5,0.135,52,1.405,468,12.649,,,,,2004,193
"Horvath, Nick",Sr.,2003-04,F,82,34,22,43,0.512,1,7,0.143,19,33,0.576,51,1.500,6,0.176,10,0.294,8,0.235,64,1.882,,,,,2004,193
"Horvath, Nick",Sr.,2003-04,F,82,34,22,43,0.512,1,7,0.143,19,33,0.576,51,1.500,6,0.176,10,0.294,8,0.235,64,1.882,,,,,2004,193
"Johnson, Patrick",Jr.,2003-04,F,81,13,4,4,1.000,0,0,,3,4,0.750,6,0.462,1,0.077,0,,1,0.077,11,0.846,,,,,2004,193
"Means, Andy",Sr.,2003-04,G,77,,,,,,,,,,,,,,,,,,,,,,,,,2004,193
"Melchionni, Lee",So.,2003-04,F,78,27,13,33,0.394,9,25,0.360,5,5,1.000,19,0.704,4,0.148,2,0.074,3,0.111,40,1.481,,,,,2004,193
"Pagliuca, Joe",Fr.,2003-04,G,74,4,0,2,0.000,0,1,0.000,0,0,,1,0.250,0,,0,,0,,0,,,,,,2004,193
"Randolph, Shavlik",So.,2003-04,F,82,37,94,159,0.591,2,10,0.200,70,105,0.667,168,4.541,20,0.541,61,1.649,26,0.703,260,7.027,,,,,2004,193
"Redick, J.J.",So.,2003-04,G,76,37,172,407,0.423,102,258,0.395,143,150,1.0,115,3.108,58,1.568,3,0.081,27,0.730,589,15.919,,,,,2004,193
"Thompson, Michael",Fr.,2003-04,,,3,2,3,0.667,0,0,,3,4,0.750,1,0.333,0,,1,0.333,0,,7,2.333,,,,,2004,193
"Thompson, Michael",Fr.,2003-04,,,3,2,3,0.667,0,0,,3,4,0.75,1,0.333,0,,1,0.333,0,,7,2.333,,,,,2004,193
"Williams, Shelden",So.,2003-04,F,81,37,164,280,0.586,2,5,0.400,138,200,0.690,314,8.486,34,0.919,111,3.000,36,0.973,468,12.649,,,,,2004,193
"Amatosero, Emmanuel",Jr.,2003-04,C,81,14,1,4,0.250,0,0,,4,6,0.667,6,0.429,0,,3,0.214,1,0.071,6,0.429,,,,,2004,204
"Austin, Markus",Jr.,2003-04,F,78,28,123,280,0.439,45,128,0.352,87,135,0.644,86,3.071,52,1.857,8,0.286,31,1.107,378,13.500,,,,,2004,204
"Bowler, John",So.,2003-04,F,80,28,130,261,0.498,1,4,0.250,110,175,0.629,231,8.250,42,1.500,28,1.000,29,1.036,371,13.250,,,,,2004,204
"Cashen, Craig",Fr.,2003-04,F,80,23,10,29,0.345,4,15,0.267,6,8,0.750,22,0.957,4,0.174,2,0.087,4,0.174,30,1.304,,,,,2004,204
"Cottrill, Ricky",Sr.,2003-04,G,75,28,29,83,0.349,6,25,0.240,4,10,0.400,26,0.929,27,0.964,0,,9,0.321,68,2.429,,,,,2004,204
"Douglas, James",So.,2003-04,G,75,28,62,133,0.466,5,15,0.333,25,46,0.543,64,2.286,61,2.179,2,0.071,25,0.893,154,5.500,,,,,2004,204
"Hart, JaQuan",Jr.,2003-04,G,78,25,98,215,0.456,24,74,0.324,42,57,0.737,80,3.200,60,2.400,4,0.160,30,1.200,262,10.480,,,,,2004,204
"Jackson, James",Sr.,2003-04,F,81,28,108,214,0.505,0,1,0.000,82,127,0.646,222,7.929,23,0.821,11,0.393,26,0.929,298,10.643,,,,,2004,204
"McElhinny, Danny",So.,2003-04,G,72,26,38,90,0.422,34,78,0.436,16,17,0.941,18,0.692,18,0.692,0,,9,0.346,126,4.846,,,,,2004,204
"Redder, Dan",Fr.,2003-04,C,82,28,33,50,0.660,0,0,,36,54,0.667,76,2.714,7,0.250,15,0.536,9,0.321,102,3.643,,,,,2004,204
"Ross, Michael",Jr.,2003-04,G,69,27,63,156,0.404,12,43,0.279,48,67,0.716,60,2.222,78,2.889,8,0.296,40,1.481,186,6.889,,,,,2004,204
"Shontee, Erik",Jr.,2003-04,F,79,5,2,2,1.000,0,0,,1,2,0.500,2,0.400,0,,1,0.200,0,,5,1.000,,,,,2004,204
"VanSolkema, Derek",Fr.,2003-04,G,73,1,0,0,,0,0,,0,0,,0,,0,,1,1.000,0,,0,,,,,,2004,204
"Alston, Scottie",Jr.,2003-04,G,72,28,101,234,0.432,63,162,0.389,26,35,0.743,75,2.679,108,3.857,1,0.036,53,1.893,291,10.393,,,,,2004,210
"Boykins, Anthony",Fr.,2003-04,,,12,4,9,0.444,0,0,,6,9,0.667,16,1.333,2,0.167,2,0.167,1,0.083,14,1.167,,,,,2004,210
"Clark, Tory",Jr.,2003-04,F,78,22,42,107,0.393,0,3,0.000,38,56,0.679,90,4.091,17,0.773,4,0.182,13,0.591,122,5.545,,,,,2004,210
"Collier, Robert",Fr.,2003-04,,,16,8,22,0.364,0,1,0.000,7,16,0.438,13,0.813,1,0.063,2,0.125,2,0.125,23,1.438,,,,,2004,210
"Diggs, Adama",Jr.,2003-04,G,71,25,65,200,0.325,30,109,0.275,91,117,0.778,56,2.240,37,1.480,0,,28,1.120,251,10.040,,,,,2004,210
"Gibbs, Antwan",Sr.,2003-04,C,82,17,20,57,0.351,0,0,,13,19,0.684,48,2.824,6,0.353,12,0.706,9,0.529,53,3.118,,,,,2004,210
"Harris, Jonathan",Sr.,2003-04,F,76,28,194,477,0.407,39,117,0.333,132,186,0.710,142,5.071,47,1.679,12,0.429,38,1.357,559,19.964,,,,,2004,210
"Lane, Brian",Fr.,2003-04,,,5,0,2,0.000,0,2,0.000,0,0,,1,0.200,2,0.400,0,,0,,0,,,,,,2004,210
"Legister, Rob",So.,2003-04,G,72,10,14,51,0.275,5,24,0.208,4,12,0.333,30,3.000,12,1.200,6,0.600,11,1.100,37,3.700,,,,,2004,210
"Moore, Jermaine",Fr.,2003-04,F,78,21,5,16,0.313,0,0,,8,13,0.615,17,1.0,1,0.048,0,,1,0.048,18,0.857,,,,,2004,210
"Mooring, Devin",Fr.,2003-04,G,74,27,77,199,0.387,49,136,0.360,22,30,0.733,82,3.037,47,1.741,1,0.037,21,0.778,225,8.333,,,,,2004,210
"Moustapha, Gregory",Jr.,2003-04,F,76,24,60,124,0.484,0,1,0.000,47,84,0.560,103,4.292,13,0.542,7,0.292,16,0.667,167,6.958,,,,,2004,210
"Norfleet, Charles",Jr.,2003-04,G,74,19,6,31,0.194,0,1,0.000,14,24,0.583,32,1.684,17,0.895,3,0.158,8,0.421,26,1.368,,,,,2004,210
"Thurmond, Travis",Fr.,2003-04,,,13,15,29,0.517,0,0,,3,6,0.500,23,1.769,1,0.077,4,0.308,0,,33,2.538,,,,,2004,210
"Toribio, Victor",Fr.,2003-04,,,2,2,3,0.667,0,1,0.000,0,0,,2,1.000,0,,0,,0,,4,2.000,,,,,2004,210
"Tsormey, Wallace",Jr.,2003-04,F,78,27,27,57,0.474,0,0,,22,35,0.629,170,6.296,15,0.556,0,,22,0.815,76,2.815,,,,,2004,210
