opponent_name,game_date,score,opponent_score,location,neutral_site_location,game_length,attendence,opponent_id,year,school_id
Fresno St.,11/30/2011,55,85,Away,,,5606,96,2012,30123
Menlo,12/03/2011,67,72,Home,,,150,,2012,30123
Simon Fraser,12/10/2011,84,83,Away,,,105,30127,2012,30123
Cal Baptist,12/17/2011,59,73,Away,,,242,30135,2012,30123
Master's,12/30/2011,91,82,Home,,,70,,2012,30123
Dixie St.,01/03/2012,72,85,Home,,,50,30095,2012,30123
Cal Baptist,01/05/2012,72,74,Home,,1 OT,50,30135,2012,30123
Hawaii Hilo,01/09/2012,62,69,Away,,,382,2697,2012,30123
Chaminade,01/11/2012,83,89,Away,,,168,133,2012,30123
BYU-Hawaii,01/14/2012,56,76,Away,,,478,2685,2012,30123
Hawaii Pacific,01/16/2012,76,68,Away,,,200,2696,2012,30123
BYU-Hawaii,01/21/2012,71,84,Home,,,120,2685,2012,30123
Chaminade,01/23/2012,88,101,Home,,,75,133,2012,30123
Dominican (CA),01/30/2012,61,67,Home,,,300,30118,2012,30123
Notre Dame de Namur,02/02/2012,55,57,Away,,1 OT,125,30056,2012,30123
Dominican (CA),02/07/2012,68,82,Away,,,359,30118,2012,30123
Dixie St.,02/11/2012,65,83,Away,,,4128,30095,2012,30123
Grand Canyon,02/13/2012,59,75,Away,,,1622,1104,2012,30123
Hawaii Pacific,02/21/2012,68,80,Home,,,100,2696,2012,30123
Hawaii Hilo,02/23/2012,74,71,Home,,,90,2697,2012,30123
Grand Canyon,02/25/2012,50,82,Home,,,120,1104,2012,30123
Notre Dame de Namur,03/03/2012,58,59,Home,,,210,30056,2012,30123
St. Catharine,11/17/2011,97,71,Neutral,"Helena, MT",,50,,2012,929
Rocky Mountain,11/18/2011,96,77,Neutral,"Helena, MT",,50,,2012,929
Northern N.M.,11/21/2011,113,70,Home,,,1487,,2012,929
Colorado St.-Pueblo,12/02/2011,70,69,Home,,,1834,2720,2012,929
UC-Colo. Springs,12/03/2011,69,65,Home,,,1498,9754,2012,929
Fort Lewis,12/09/2011,67,62,Home,,,1458,1083,2012,929
Western St.,12/16/2011,77,59,Away,,,250,2759,2012,929
Colorado Mesa,12/17/2011,64,81,Away,,,501,11416,2012,929
Neb.-Kearney,12/30/2011,88,68,Home,,,982,1156,2012,929
Chadron St.,12/31/2011,105,81,Home,,,413,1012,2012,929
Western N.M.,01/06/2012,64,81,Away,,,1023,1445,2012,929
N.M. Highlands,01/07/2012,84,90,Away,,,976,8577,2012,929
Colorado Mines,01/13/2012,70,59,Home,,,1528,155,2012,929
Colo. Christian,01/14/2012,67,55,Home,,,617,11403,2012,929
Regis (CO),01/20/2012,82,56,Away,,,330,568,2012,929
Metro St.,01/21/2012,51,52,Away,,,1048,413,2012,929
Northern N.M.,01/25/2012,103,57,Away,,,75,,2012,929
Fort Lewis,01/28/2012,70,69,Away,,,1315,1083,2012,929
N.M. Highlands,02/03/2012,86,66,Home,,,984,8577,2012,929
Western N.M.,02/04/2012,81,63,Home,,,1017,1445,2012,929
UC-Colo. Springs,02/10/2012,89,74,Away,,,256,9754,2012,929
Colorado St.-Pueblo,02/11/2012,98,99,Away,,2 OT,2222,2720,2012,929
Colo. Christian,02/17/2012,77,55,Away,,,462,11403,2012,929
Colorado Mines,02/18/2012,68,84,Away,,,1125,155,2012,929
Colorado Mesa,02/24/2012,98,92,Home,,,1945,11416,2012,929
Western St.,02/25/2012,75,79,Home,,,2058,2759,2012,929
Fort Lewis,02/28/2012,73,77,Home,,1 OT,1965,1083,2012,929
Metro St.,03/10/2012,74,79,Neutral,"Golden, CO",,658,413,2012,929
Southern Conn. St.,11/16/2011,67,77,Away,,,250,658,2012,3
Dowling,11/19/2011,54,38,Home,,,431,2692,2012,3
New Haven,11/22/2011,66,61,Away,,,156,470,2012,3
American Int'l,11/27/2011,69,54,Home,,,329,22,2012,3
Saint Rose,11/30/2011,60,56,Home,,,285,1347,2012,3
Assumption,12/03/2011,63,60,Away,,,355,36,2012,3
Pace,12/06/2011,57,52,Away,,,354,533,2012,3
Le Moyne,12/10/2011,76,61,Home,,,275,349,2012,3
C.W. Post,12/13/2011,83,79,Home,,,512,362,2012,3
Bloomfield,12/17/2011,66,68,Home,,,223,984,2012,3
Molloy,12/18/2011,80,69,Home,,,157,437,2012,3
Merrimack,01/03/2012,64,55,Away,,,121,410,2012,3
Saint Michael's,01/07/2012,69,83,Home,,,289,613,2012,3
Mass.-Lowell,01/11/2012,61,53,Home,,,233,368,2012,3
Franklin Pierce,01/14/2012,45,61,Away,,,91,241,2012,3
Bentley,01/17/2012,64,56,Away,,,188,56,2012,3
Southern N.H.,01/21/2012,57,50,Home,,,249,468,2012,3
Stonehill,01/25/2012,54,55,Home,,,249,682,2012,3
St. Anselm,01/28/2012,62,51,Away,,,397,593,2012,3
New Haven,01/31/2012,64,61,Home,,,398,470,2012,3
American Int'l,02/04/2012,63,55,Away,,,139,22,2012,3
Saint Rose,02/08/2012,61,65,Away,,,479,1347,2012,3
Assumption,02/11/2012,70,51,Home,,,395,36,2012,3
Pace,02/14/2012,56,50,Home,,,144,533,2012,3
Le Moyne,02/18/2012,65,61,Away,,,461,349,2012,3
Southern Conn. St.,02/21/2012,65,76,Home,,,488,658,2012,3
New Haven,02/26/2012,54,51,Home,,,443,470,2012,3
Stonehill,02/29/2012,60,73,Home,,,667,682,2012,3
C.W. Post,03/10/2012,66,65,Neutral,"Worcester, MA",,355,362,2012,3
Stonehill,03/11/2012,58,68,Neutral,"Worcester, MA",,262,682,2012,3
Northwestern Ohio,11/15/2011,69,72,Away,,,250,,2012,4
Hunter,11/18/2011,77,51,Neutral,"Williamsport, PA",,978,292,2012,4
Staten Island,11/19/2011,66,63,Neutral,"Williamsport, PA",1 OT,100,675,2012,4
Siena Heights,11/22/2011,77,67,Home,,,1000,,2012,4
Concordia (MI),11/26/2011,80,78,Home,,,108,,2012,4
St. Francis (IL),11/29/2011,65,71,Away,,,200,,2012,4
Wooster,12/03/2011,50,75,Home,,,335,807,2012,4
Defiance,12/14/2011,70,64,Home,,,300,1050,2012,4
Marygrove,12/22/2011,76,62,Away,,,154,,2012,4
Millikin,12/29/2011,71,61,Away,,,105,424,2012,4
Calvin,01/04/2012,68,61,Home,,,455,114,2012,4
Hope,01/07/2012,60,69,Away,,,3175,286,2012,4
Trine,01/11/2012,53,42,Away,,,672,30037,2012,4
Olivet,01/14/2012,78,49,Home,,,302,525,2012,4
Alma,01/18/2012,67,74,Away,,,209,21,2012,4
Kalamazoo,01/21/2012,56,45,Away,,,317,326,2012,4
Albion,01/25/2012,76,48,Home,,,501,15,2012,4
Calvin,01/28/2012,60,57,Away,,,1875,114,2012,4
Hope,02/01/2012,47,64,Home,,,744,286,2012,4
Trine,02/04/2012,50,52,Home,,,414,30037,2012,4
Olivet,02/08/2012,72,59,Away,,,345,525,2012,4
Alma,02/11/2012,68,69,Home,,,244,21,2012,4
Kalamazoo,02/15/2012,77,59,Home,,,544,326,2012,4
Albion,02/18/2012,71,55,Away,,,703,15,2012,4
Trine,02/22/2012,59,50,Home,,,670,30037,2012,4
Hope,02/25/2012,62,65,Away,,1 OT,3471,286,2012,4
Army,11/11/2011,87,71,Home,,,3679,725,2012,721
VMI,11/12/2011,75,65,Home,,,2052,741,2012,721
Western St.,11/18/2011,65,37,Home,,,1450,2759,2012,721
Colorado,11/23/2011,73,76,Home,,1 OT,3834,157,2012,721
Drake,12/03/2011,60,62,Away,,,3538,189,2012,721
Wright St.,12/07/2011,55,34,Home,,,1471,810,2012,721
Ark.-Pine Bluff,12/10/2011,63,51,Home,,,2007,2678,2012,721
Md.-East. Shore,12/17/2011,64,60,Home,,,1469,393,2012,721
Gonzaga,12/22/2011,60,70,Away,,,6000,260,2012,721
Wagner,12/29/2011,61,72,Neutral,"Santa Clara, CA",,1782,748,2012,721
Eastern Mich.,12/30/2011,42,37,Neutral,"Santa Clara, CA",,1702,204,2012,721
Johnson & Wales (CO),01/03/2012,83,53,Home,,,1248,,2012,721
Chicago St.,01/06/2012,68,54,Home,,,1471,136,2012,721
Tex.-Pan American,01/09/2012,67,50,Home,,,869,536,2012,721
Boise St.,01/14/2012,74,59,Away,,,7875,66,2012,721
Wyoming,01/18/2012,53,64,Home,,,1938,811,2012,721
San Diego St.,01/21/2012,44,57,Away,,,12414,626,2012,721
TCU,01/25/2012,56,59,Away,,,4570,698,2012,721
UNLV,01/28/2012,63,65,Home,,1 OT,4170,465,2012,721
New Mexico,01/31/2012,42,81,Home,,,1916,473,2012,721
Colorado St.,02/04/2012,49,67,Away,,,4359,156,2012,721
Boise St.,02/11/2012,61,72,Home,,,2126,66,2012,721
Wyoming,02/15/2012,58,53,Away,,,4881,811,2012,721
San Diego St.,02/18/2012,58,56,Home,,,2483,626,2012,721
TCU,02/22/2012,62,65,Home,,,2476,698,2012,721
UNLV,02/25/2012,58,68,Away,,,16036,465,2012,721
New Mexico,02/29/2012,56,86,Away,,,15152,473,2012,721
Colorado St.,03/03/2012,65,75,Home,,,4858,156,2012,721
New Mexico,03/08/2012,64,79,Neutral,"Las Vegas, NV",,13772,473,2012,721
Mississippi St.,11/09/2011,68,58,Away,,,6897,430,2012,5
Hiram,11/12/2011,95,65,Home,,,3292,281,2012,5
Valparaiso,11/18/2011,59,62,Away,,,3876,735,2012,5
Duquesne,11/19/2011,76,81,Neutral,"Valparaiso, IN",,2244,194,2012,5
Detroit,11/26/2011,81,63,Home,,,2585,184,2012,5
West Virginia,11/28/2011,56,77,Away,,,7334,768,2012,5
Middle Tenn.,12/04/2011,53,77,Away,,,3298,419,2012,5
Cleveland St.,12/10/2011,66,69,Away,,,4739,148,2012,5
Ark.-Pine Bluff,12/15/2011,87,64,Home,,,2073,2678,2012,5
Florida A&M,12/17/2011,91,69,Home,,,2425,228,2012,5
Youngstown St.,12/19/2011,88,62,Home,,,2408,817,2012,5
N.C. A&T,12/21/2011,79,52,Home,,,2909,488,2012,5
VCU,12/29/2011,75,76,Home,,1 OT,3993,740,2012,5
Marshall,01/01/2012,67,51,Away,,,6063,388,2012,5
Miami (OH),01/07/2012,65,60,Away,,,1513,414,2012,5
Bowling Green,01/11/2012,56,55,Away,,,2263,71,2012,5
Ohio,01/14/2012,68,63,Home,,,4661,519,2012,5
Buffalo,01/18/2012,70,82,Away,,,3095,86,2012,5
Kent St.,01/21/2012,84,75,Home,,,5252,331,2012,5
Ball St.,01/24/2012,70,58,Away,,,3757,47,2012,5
Central Mich.,01/28/2012,74,64,Away,,,1787,129,2012,5
Toledo,02/01/2012,86,72,Home,,,3037,709,2012,5
Eastern Mich.,02/04/2012,77,47,Home,,,4234,204,2012,5
Western Mich.,02/08/2012,69,66,Away,,1 OT,2416,774,2012,5
Northern Ill.,02/11/2012,75,51,Home,,,4378,503,2012,5
Miami (OH),02/15/2012,74,59,Home,,,3237,414,2012,5
Oral Roberts,02/18/2012,61,67,Away,,,7745,527,2012,5
Bowling Green,02/22/2012,79,68,Home,,,3234,71,2012,5
Ohio,02/26/2012,61,85,Away,,,8018,519,2012,5
Buffalo,02/29/2012,70,74,Home,,,3875,86,2012,5
Kent St.,03/02/2012,61,55,Away,,,6335,331,2012,5
Kent St.,03/09/2012,78,74,Neutral,"Cleveland, OH",,8513,331,2012,5
Ohio,03/10/2012,63,64,Neutral,"Cleveland, OH",,10301,519,2012,5
Northwestern,03/13/2012,74,76,Away,,,2319,509,2012,5
Fisk,11/14/2011,89,65,Home,,,1584,,2012,10
St. Augustine's,11/19/2011,102,79,Neutral,"Salisbury, NC",,173,594,2012,10
Catawba,11/20/2011,84,77,Away,,,282,1001,2012,10
North Ga.,11/25/2011,77,83,Neutral,"Pensacola, FL",,164,30052,2012,10
Aub.-Montgomery,11/26/2011,61,46,Neutral,"Pensacola, FL",,277,,2012,10
Harding,11/28/2011,63,65,Home,,,1109,1116,2012,10
Oakwood,12/04/2011,98,69,Home,,,928,,2012,10
Harding,12/10/2011,67,63,Away,,,1236,1116,2012,10
Central Wash.,12/15/2011,85,75,Neutral,"Las Vegas, NV",,131,1010,2012,10
Western Wash.,12/16/2011,77,74,Neutral,"Las Vegas, NV",,174,1448,2012,10
West Ala.,01/05/2012,71,60,Away,,,649,358,2012,10
West Ga.,01/07/2012,79,82,Away,,1 OT,3031,766,2012,10
Oakland City,01/09/2012,92,64,Home,,,1084,1278,2012,10
Valdosta St.,01/12/2012,86,72,Home,,,1668,734,2012,10
West Fla.,01/14/2012,89,73,Home,,,1879,11740,2012,10
Delta St.,01/19/2012,84,68,Away,,,1175,181,2012,10
Christian Bros.,01/22/2012,74,65,Home,,,1893,1015,2012,10
North Ala.,01/28/2012,84,77,Away,,,2268,487,2012,10
West Ala.,02/02/2012,68,55,Home,,,1827,358,2012,10
West Ga.,02/04/2012,66,58,Home,,,2107,766,2012,10
Valdosta St.,02/09/2012,87,65,Away,,,1040,734,2012,10
West Fla.,02/11/2012,80,78,Away,,,692,11740,2012,10
Delta St.,02/16/2012,96,53,Home,,,1823,181,2012,10
Christian Bros.,02/19/2012,67,62,Away,,,950,1015,2012,10
Oakland City,02/20/2012,96,78,Away,,,1077,1278,2012,10
North Ala.,02/25/2012,90,68,Home,,,2563,487,2012,10
Delta St.,03/02/2012,72,50,Neutral,"Niceville, FL",,314,181,2012,10
West Fla.,03/03/2012,87,84,Neutral,"Niceville, FL",,1477,11740,2012,10
Christian Bros.,03/04/2012,58,43,Neutral,"Niceville, FL",,885,1015,2012,10
Benedict,03/10/2012,69,61,Home,,,2024,55,2012,10
Florida Tech,03/11/2012,82,71,Home,,,2138,230,2012,10
Christian Bros.,03/13/2012,68,59,Home,,,2586,1015,2012,10
Bellarmine,03/21/2012,73,82,Neutral,"Highland Heights, KY",,4281,52,2012,10
North Florida,11/11/2011,64,44,Home,,,11754,2711,2012,8
Oakland,11/14/2011,74,57,Home,,,9876,514,2012,8
Maryland,11/17/2011,62,42,Neutral,"San Juan, PR",,5322,392,2012,8
Wichita St.,11/18/2011,70,60,Neutral,"San Juan, PR",,6375,782,2012,8
Purdue,11/20/2011,65,56,Neutral,"San Juan, PR",,11297,559,2012,8
Alabama A&M,11/23/2011,82,45,Home,,,10385,6,2012,8
VCU,11/27/2011,72,64,Home,,,10500,740,2012,8
Georgetown,12/01/2011,55,57,Home,,,15383,251,2012,8
Dayton,12/07/2011,62,74,Away,,,13102,175,2012,8
Detroit,12/11/2011,62,54,Home,,,10011,184,2012,8
Kansas St.,12/17/2011,58,71,Away,"Kansas City, MO",,16685,327,2012,8
Oklahoma St.,12/21/2011,69,52,Home,"Birmingham, AL",,13808,521,2012,8
Jacksonville,12/29/2011,72,55,Home,,,12527,316,2012,8
Georgia Tech,01/03/2012,73,48,Away,,,5738,255,2012,8
Georgia,01/07/2012,74,59,Away,,,7776,257,2012,8
LSU,01/11/2012,69,53,Home,,,14245,365,2012,8
Mississippi St.,01/14/2012,52,56,Away,,,9539,430,2012,8
Vanderbilt,01/19/2012,59,69,Home,,,12202,736,2012,8
Kentucky,01/21/2012,71,77,Away,,,24246,334,2012,8
South Carolina,01/25/2012,54,56,Away,,,7807,648,2012,8
Arkansas,01/28/2012,72,66,Home,,,13145,31,2012,8
Ole Miss,02/04/2012,69,67,Home,,2 OT,12711,433,2012,8
Auburn,02/07/2012,68,50,Away,,,8154,37,2012,8
LSU,02/11/2012,58,67,Away,,,10282,365,2012,8
Florida,02/14/2012,52,61,Home,,,12187,235,2012,8
Tennessee,02/18/2012,62,50,Home,,,12988,694,2012,8
Arkansas,02/23/2012,79,68,Away,,,12320,31,2012,8
Mississippi St.,02/25/2012,67,50,Home,,,13774,430,2012,8
Auburn,02/29/2012,55,49,Home,,,14253,37,2012,8
Ole Miss,03/03/2012,51,60,Away,,,6339,433,2012,8
South Carolina,03/08/2012,63,57,Neutral,"New Orleans, LA",,10703,648,2012,8
Florida,03/09/2012,63,66,Neutral,"New Orleans, LA",,18207,235,2012,8
Creighton,03/16/2012,57,58,Neutral,"Greensboro, NC",,16422,169,2012,8
Tulane,11/11/2011,63,72,Away,,,2103,718,2012,6
Talladega,11/14/2011,100,79,Home,,,1587,,2012,6
Oakwood,11/19/2011,75,74,Home,,,4523,,2012,6
Alabama,11/23/2011,45,82,Away,,,10385,8,2012,6
South Ala.,12/03/2011,44,67,Away,,,2172,646,2012,6
Michigan,12/17/2011,57,87,Away,,,10497,418,2012,6
Georgia Tech,12/19/2011,54,65,Away,,,2467,255,2012,6
Tennessee St.,12/21/2011,68,78,Away,,,1022,691,2012,6
UAB,12/31/2011,58,92,Away,,,4102,9,2012,6
Jackson St.,01/03/2012,52,55,Away,,,413,314,2012,6
Grambling,01/05/2012,55,60,Away,,,2312,261,2012,6
Ark.-Pine Bluff,01/07/2012,65,62,Home,,,1172,2678,2012,6
Mississippi Val.,01/09/2012,69,81,Home,,,522,432,2012,6
Alabama St.,01/14/2012,50,53,Away,,,4683,7,2012,6
Southern U.,01/21/2012,69,75,Away,,1 OT,1193,665,2012,6
Alcorn St.,01/23/2012,65,64,Away,,,550,17,2012,6
Texas Southern,01/28/2012,61,73,Home,,,1278,699,2012,6
Prairie View,01/30/2012,64,54,Home,,,1252,553,2012,6
Ark.-Pine Bluff,02/04/2012,75,81,Away,,,3281,2678,2012,6
Mississippi Val.,02/06/2012,64,78,Away,,,3091,432,2012,6
Alabama St.,02/11/2012,47,57,Home,,,5316,7,2012,6
Southern U.,02/18/2012,65,72,Home,,,1087,665,2012,6
Alcorn St.,02/20/2012,81,71,Home,,,618,17,2012,6
Prairie View,02/25/2012,52,60,Away,,,1337,553,2012,6
Texas Southern,02/27/2012,59,69,Away,,,2301,699,2012,6
Jackson St.,03/01/2012,73,53,Home,,,1032,314,2012,6
Grambling,03/03/2012,72,75,Home,,1 OT,1187,261,2012,6
Texas Southern,03/07/2012,62,75,Neutral,"Garland, TX",,5233,699,2012,6
Marshall,11/11/2011,49,67,Away,,,6009,388,2012,7
Cincinnati,11/13/2011,40,65,Away,,,4624,140,2012,7
Northwestern St.,11/17/2011,60,67,Home,,,824,508,2012,7
Jacksonville St.,11/19/2011,65,78,Away,,,1120,315,2012,7
Evansville,11/29/2011,55,62,Away,,,3462,219,2012,7
FIU,12/03/2011,60,57,Away,,,1439,231,2012,7
Stephen F. Austin,12/10/2011,48,74,Away,,,2247,676,2012,7
Texas Wesleyan,12/11/2011,88,80,Neutral,"Nacogdoches, TX",,2525,1401,2012,7
Saint Louis,12/17/2011,35,65,Away,,,6574,609,2012,7
Clemson,12/19/2011,45,70,Away,,,7127,147,2012,7
Detroit,12/22/2011,56,80,Away,,,2189,184,2012,7
Reinhardt,12/29/2011,78,72,Home,,,426,,2012,7
Grambling,01/03/2012,73,62,Away,,,1257,261,2012,7
Jackson St.,01/05/2012,81,78,Away,,3 OT,650,314,2012,7
Mississippi Val.,01/07/2012,60,67,Home,,,1912,432,2012,7
Ark.-Pine Bluff,01/09/2012,62,56,Home,,,824,2678,2012,7
Alabama A&M,01/14/2012,53,50,Home,,,4683,6,2012,7
Alcorn St.,01/21/2012,60,61,Away,,,550,17,2012,7
Southern U.,01/23/2012,56,68,Away,,,1477,665,2012,7
Prairie View,01/28/2012,57,64,Home,,,1486,553,2012,7
Texas Southern,01/30/2012,66,59,Home,,1 OT,4518,699,2012,7
Mississippi Val.,02/04/2012,58,70,Away,,,3445,432,2012,7
Ark.-Pine Bluff,02/06/2012,61,62,Away,,,3072,2678,2012,7
Alabama A&M,02/11/2012,57,47,Away,,,5316,6,2012,7
Alcorn St.,02/18/2012,78,63,Home,,,1224,17,2012,7
Southern U.,02/20/2012,53,55,Home,,,1224,665,2012,7
Texas Southern,02/25/2012,59,67,Away,,,1102,699,2012,7
Prairie View,02/27/2012,59,62,Away,,,2112,553,2012,7
Grambling,03/01/2012,63,61,Home,,,1236,261,2012,7
Jackson St.,03/03/2012,49,46,Home,,,2562,314,2012,7
Ark.-Pine Bluff,03/08/2012,56,60,Neutral,"Garland, TX",1 OT,6424,2678,2012,7
Murray St.,11/23/2011,62,64,Home,,,4586,454,2012,11
Dartmouth,11/25/2011,52,64,Home,,,4279,172,2012,11
UC Irvine,11/26/2011,77,63,Home,,,4318,109,2012,11
Minot St.,12/01/2011,76,57,Home,,,247,30125,2012,11
Portland Bible,12/02/2011,95,54,Home,,,590,,2012,11
Minot St.,12/03/2011,82,40,Home,,,561,30125,2012,11
Alas. Fairbanks,12/10/2011,68,62,Home,,,628,12,2012,11
Lincoln Christian,12/16/2011,116,67,Home,,,449,,2012,11
Lincoln Christian,12/17/2011,95,56,Home,,,521,,2012,11
Central Wash.,12/29/2011,99,62,Home,,,787,1010,2012,11
Northwest Nazarene,12/31/2011,85,62,Home,,,562,1274,2012,11
Mont. St. Billings,01/05/2012,80,72,Away,,,310,205,2012,11
Seattle Pacific,01/07/2012,51,85,Away,,,517,634,2012,11
Simon Fraser,01/12/2012,86,81,Home,,,464,30127,2012,11
Western Wash.,01/14/2012,68,73,Home,,,629,1448,2012,11
Western Ore.,01/19/2012,66,55,Away,,,637,1446,2012,11
Saint Martin's,01/21/2012,64,54,Away,,,812,1343,2012,11
Northwest Nazarene,01/26/2012,81,64,Away,,,326,1274,2012,11
Central Wash.,01/28/2012,82,65,Away,,,753,1010,2012,11
Seattle Pacific,02/02/2012,78,69,Home,,,692,634,2012,11
Mont. St. Billings,02/04/2012,85,70,Home,,,691,205,2012,11
Western Wash.,02/09/2012,50,59,Away,,,844,1448,2012,11
Simon Fraser,02/11/2012,85,75,Away,,,210,30127,2012,11
Saint Martin's,02/16/2012,81,59,Home,,,612,1343,2012,11
Western Ore.,02/18/2012,83,70,Home,,,758,1446,2012,11
Alas. Fairbanks,02/23/2012,79,74,Away,,,480,12,2012,11
Central Wash.,03/02/2012,93,81,Neutral,"Lacey, WA",,334,1010,2012,11
Mont. St. Billings,03/03/2012,70,74,Neutral,"Lacey, WA",,304,205,2012,11
Mont. St. Billings,03/09/2012,80,68,Neutral,"Bellingham, WA",,269,205,2012,11
Seattle Pacific,03/10/2012,67,80,Neutral,"Bellingham, WA",,494,634,2012,11
Cal St. Chico,11/12/2011,73,84,Away,,,569,95,2012,12
San Fran. St.,11/13/2011,88,85,Neutral,"Chico, CA",,107,628,2012,12
Southwest Baptist,11/17/2011,68,81,Home,,,385,2755,2012,12
Tiffin,11/18/2011,79,86,Home,,,263,1403,2012,12
Lindenwood (MO),11/19/2011,77,85,Home,,1 OT,327,30136,2012,12
Hawaii Pacific,11/24/2011,60,74,Away,,,200,2696,2012,12
BYU-Hawaii,11/25/2011,65,66,Away,,,412,2685,2012,12
Hawaii Hilo,11/26/2011,61,65,Away,,,213,2697,2012,12
Minot St.,12/02/2011,83,77,Neutral,"Anchorage, AK",,100,30125,2012,12
Portland Bible,12/03/2011,84,69,Neutral,"Anchorage, AK",,100,,2012,12
Alas. Anchorage,12/10/2011,62,68,Away,,,628,11,2012,12
Northwest Nazarene,12/29/2011,83,93,Home,,,300,1274,2012,12
Central Wash.,12/31/2011,91,80,Home,,1 OT,183,1010,2012,12
Seattle Pacific,01/05/2012,54,67,Away,,,305,634,2012,12
