opponent_name,game_date,score,opponent_score,location,neutral_site_location,game_length,attendence,opponent_id,year,school_id
Colorado Mesa,02/22/2003,63,76,Away,,,1041,11416,2003,929
N.M. Highlands,02/27/2003,66,69,Away,,,250,8577,2003,929
Colorado St.-Pueblo,03/01/2003,87,72,Home,,,2117,2720,2003,929
Neb.-Kearney,03/05/2003,86,113,Away,,,3898,1156,2003,929
Bentley,11/22/2002,84,73,Away,,1 OT,508,56,2003,3
Merrimack,11/23/2002,65,73,Neutral,"Waltham, MA",,120,410,2003,3
Bridgeport,11/26/2002,93,68,Home,,,250,74,2003,3
C.W. Post,12/03/2002,62,65,Away,,2 OT,247,362,2003,3
Concordia (NY),12/07/2002,97,70,Away,,,100,162,2003,3
NYIT,12/10/2002,73,77,Home,,,378,477,2003,3
Mass.-Lowell,12/13/2002,66,81,Away,,,389,368,2003,3
Philadelphia U.,01/04/2003,56,71,Away,,,325,543,2003,3
Queens (NY),01/08/2003,76,59,Home,,,300,560,2003,3
St. Thomas Aquinas,01/11/2003,66,42,Away,,,137,1348,2003,3
Southampton,01/14/2003,73,68,Home,,,237,2753,2003,3
Molloy,01/16/2003,75,68,Away,,,250,437,2003,3
Mercy,01/18/2003,86,81,Away,,1 OT,75,407,2003,3
New Haven,01/21/2003,53,73,Away,,,204,470,2003,3
Bridgeport,01/23/2003,67,70,Away,,,484,74,2003,3
C.W. Post,01/29/2003,84,76,Home,,,425,362,2003,3
Dowling,02/01/2003,82,75,Away,,,100,2692,2003,3
Philadelphia U.,02/03/2003,77,61,Home,,,345,543,2003,3
Concordia (NY),02/04/2003,57,44,Home,,,253,162,2003,3
NYIT,02/06/2003,59,68,Away,,,100,477,2003,3
Queens (NY),02/12/2003,58,46,Away,,,189,560,2003,3
St. Thomas Aquinas,02/15/2003,83,59,Home,,,205,1348,2003,3
Molloy,02/20/2003,84,61,Home,,,358,437,2003,3
Southampton,02/22/2003,87,66,Away,,,125,2753,2003,3
Dowling,02/25/2003,78,50,Home,,,183,2692,2003,3
Mercy,02/27/2003,85,63,Home,,,229,407,2003,3
New Haven,03/01/2003,73,60,Home,,,253,470,2003,3
Queens (NY),03/04/2003,52,49,Home,,,400,560,2003,3
Bridgeport,03/07/2003,74,69,Neutral,"Brookville, NY",,251,74,2003,3
C.W. Post,03/08/2003,70,57,Away,,,249,362,2003,3
Bridgeport,03/14/2003,56,64,Neutral,"Lowell, MA",,434,74,2003,3
Heidelberg,11/22/2002,82,52,Home,,,650,278,2003,4
Ohio Wesleyan,11/23/2002,73,88,Home,,,438,520,2003,4
Northwood (MI),11/26/2002,62,85,Away,,,285,510,2003,4
Oakland,12/04/2002,69,88,Away,,,1135,514,2003,4
Rochester College,12/06/2002,84,73,Home,,,420,,2003,4
St. Mary's (MI),12/14/2002,86,55,Home,,,211,,2003,4
Palm Beach Atl.,12/18/2002,87,84,Away,,,0,,2003,4
Goucher,12/19/2002,59,65,Neutral,"West Palm Beach, FL",,240,1467,2003,4
Goshen,12/28/2002,80,85,Away,,1 OT,0,,2003,4
Bluffton,01/04/2003,69,77,Home,,,365,987,2003,4
Hope,01/05/2003,59,64,Home,,,755,286,2003,4
Albion,01/11/2003,63,72,Away,,,298,15,2003,4
Olivet,01/15/2003,69,87,Away,,,679,525,2003,4
Kalamazoo,01/18/2003,67,65,Home,,,210,326,2003,4
Alma,01/22/2003,68,60,Home,,,314,21,2003,4
Rochester College,01/25/2003,55,52,Away,,,0,,2003,4
Calvin,01/29/2003,61,58,Away,,,1650,114,2003,4
Hope,02/01/2003,67,83,Away,,,2701,286,2003,4
Albion,02/05/2003,54,83,Home,,,431,15,2003,4
Olivet,02/08/2003,84,79,Home,,2 OT,376,525,2003,4
Kalamazoo,02/12/2003,51,67,Away,,,250,326,2003,4
Alma,02/15/2003,75,56,Away,,,215,21,2003,4
Marygrove,02/17/2003,73,57,Home,,,510,,2003,4
Siena Heights,02/20/2003,76,75,Away,,,1500,,2003,4
Calvin,02/22/2003,63,77,Home,,,427,114,2003,4
Albion,02/28/2003,59,65,Away,,,916,15,2003,4
Louisville,11/23/2002,47,65,Away,,,19741,367,2003,721
Stetson,11/26/2002,72,43,Home,,,1268,678,2003,721
Arkansas St.,11/29/2002,57,52,Away,,,4832,30,2003,721
Tennessee Tech,12/01/2002,47,60,Away,,,2028,692,2003,721
Tex.-Pan American,12/05/2002,65,44,Home,,,727,536,2003,721
Ga. Southern,12/08/2002,70,56,Away,,,1246,253,2003,721
Belmont,12/11/2002,85,76,Home,,,818,14927,2003,721
Oakland,12/22/2002,44,61,Away,,,1355,514,2003,721
UAB,12/27/2002,59,69,Neutral,"El Paso, TX",,5478,9,2003,721
UTEP,12/28/2002,63,45,Away,,,5277,704,2003,721
Ga. Southern,01/01/2003,78,40,Home,,,936,253,2003,721
Navy,01/04/2003,56,43,Home,,,2749,726,2003,721
Savannah St.,01/06/2003,56,33,Home,,,913,632,2003,721
San Diego St.,01/11/2003,48,63,Home,,,3131,626,2003,721
Colorado St.,01/18/2003,49,51,Away,,,6131,156,2003,721
Wyoming,01/20/2003,44,46,Away,,,11029,811,2003,721
UNLV,01/25/2003,75,71,Home,,,2120,465,2003,721
Utah,02/01/2003,35,45,Away,,,12432,732,2003,721
BYU,02/03/2003,33,65,Away,,,10180,77,2003,721
New Mexico,02/08/2003,59,73,Away,,,15898,473,2003,721
Colorado St.,02/15/2003,80,75,Home,,,3315,156,2003,721
Wyoming,02/17/2003,57,64,Home,,,5648,811,2003,721
San Diego St.,02/22/2003,53,67,Away,,,6950,626,2003,721
UNLV,02/24/2003,70,74,Away,,,11344,465,2003,721
BYU,03/01/2003,43,56,Home,,,3436,77,2003,721
Utah,03/03/2003,52,57,Home,,,2027,732,2003,721
New Mexico,03/08/2003,68,60,Home,,,3017,473,2003,721
Utah,03/13/2003,38,42,Neutral,"Las Vegas, NV",,10921,732,2003,721
Wright St.,11/23/2002,75,78,Away,,,3043,810,2003,5
Capital,11/27/2002,74,45,Home,,,1842,117,2003,5
Oakland,11/30/2002,88,84,Away,,,1185,514,2003,5
Cleveland St.,12/04/2002,65,68,Home,,,2178,148,2003,5
James Madison,12/07/2002,82,84,Away,,,3371,317,2003,5
Iona,12/11/2002,85,78,Home,,,1889,310,2003,5
Niagara,12/14/2002,71,77,Away,,,1159,482,2003,5
Radford,12/21/2002,97,64,Home,,,1718,563,2003,5
Hampton,12/28/2002,84,79,Home,,,2433,270,2003,5
Ball St.,01/04/2003,105,104,Home,,1 OT,2038,47,2003,5
Ohio,01/08/2003,104,112,Away,,4 OT,6812,519,2003,5
Buffalo,01/11/2003,89,71,Home,,,2442,86,2003,5
Bowling Green,01/18/2003,60,74,Away,,,3779,71,2003,5
Miami (OH),01/20/2003,59,74,Away,,,3038,414,2003,5
Kent St.,01/23/2003,72,79,Home,,,4350,331,2003,5
Western Mich.,01/25/2003,52,68,Away,,,2877,774,2003,5
Northern Ill.,01/29/2003,101,100,Away,,2 OT,2416,503,2003,5
Eastern Mich.,02/01/2003,96,80,Home,,,3958,204,2003,5
Toledo,02/05/2003,78,67,Home,,,1922,709,2003,5
Central Mich.,02/08/2003,92,99,Home,,,2429,129,2003,5
Marshall,02/12/2003,58,74,Away,,,3338,388,2003,5
Miami (OH),02/20/2003,53,55,Home,,,2455,414,2003,5
Ohio,02/23/2003,84,82,Home,,1 OT,2143,519,2003,5
Central Mich.,02/25/2003,70,69,Away,,,3348,129,2003,5
Kent St.,03/01/2003,85,70,Away,,,6027,331,2003,5
Marshall,03/05/2003,79,71,Home,,,3423,388,2003,5
Buffalo,03/08/2003,66,70,Away,,,1298,86,2003,5
Ohio,03/10/2003,77,79,Home,,,2174,519,2003,5
Lane,11/22/2002,82,71,Neutral,"Montevallo, AL",,75,347,2003,10
Harding,11/23/2002,80,83,Neutral,"Montevallo, AL",,75,1116,2003,10
Miles,11/29/2002,64,59,Neutral,"Florence, AL",,186,422,2003,10
LeMoyne-Owen,11/30/2002,70,65,Neutral,"Florence, AL",,107,350,2003,10
Athens St.,12/07/2002,75,57,Away,,,225,,2003,10
Reinhardt,12/14/2002,69,66,Home,,,793,,2003,10
Carson-Newman,12/17/2002,51,61,Home,,,738,1000,2003,10
Athens St.,12/19/2002,65,69,Home,,,633,,2003,10
Southern Ark.,12/20/2002,71,50,Home,,,686,1376,2003,10
Kennesaw St.,12/30/2002,72,76,Home,,,840,1157,2003,10
Berry,01/09/2003,59,67,Home,,,794,,2003,10
West Ga.,01/11/2003,57,51,Home,,,936,766,2003,10
Oakland City,01/13/2003,56,61,Away,,,261,1278,2003,10
Valdosta St.,01/18/2003,64,55,Away,,,1254,734,2003,10
West Ala.,01/20/2003,65,58,Home,,,910,358,2003,10
Montevallo,01/25/2003,80,64,Home,,,976,1238,2003,10
West Fla.,01/28/2003,62,76,Away,,,675,11740,2003,10
Lincoln Memorial,02/01/2003,69,56,Home,,,922,1176,2003,10
North Ala.,02/03/2003,58,53,Away,,,1314,487,2003,10
West Ga.,02/08/2003,54,64,Away,,,1439,766,2003,10
Oakland City,02/10/2003,81,65,Home,,,697,1278,2003,10
West Fla.,02/12/2003,70,64,Home,,,723,11740,2003,10
Valdosta St.,02/15/2003,77,76,Home,,3 OT,1084,734,2003,10
West Ala.,02/17/2003,82,65,Away,,,325,358,2003,10
Lincoln Memorial,02/22/2003,46,49,Away,,,2003,1176,2003,10
Montevallo,02/24/2003,60,58,Away,,,525,1238,2003,10
North Ala.,03/01/2003,64,56,Home,,,1640,487,2003,10
Ouachita Baptist,03/07/2003,63,60,Neutral,"Tupelo, MS",1 OT,751,1289,2003,10
Lincoln Memorial,03/08/2003,60,56,Neutral,"Tupelo, MS",,608,1176,2003,10
Henderson St.,03/09/2003,39,54,Neutral,"Tupelo, MS",,1066,1123,2003,10
Rollins,03/14/2003,61,76,Away,,,1003,584,2003,10
Oklahoma,11/14/2002,68,62,Neutral,"New York, NY",,8826,522,2003,8
Alabama St.,11/22/2002,82,56,Home,,,9316,7,2003,8
Middle Tenn.,11/25/2002,80,65,Home,,,8097,419,2003,8
Ohio St.,11/29/2002,54,48,Neutral,"Springfield, MA",,7279,518,2003,8
UNC Greensboro,12/03/2002,89,61,Home,,,8529,459,2003,8
St. Bonaventure,12/07/2002,77,68,Home,,,8843,596,2003,8
Bowling Green,12/14/2002,72,63,Neutral,"Mobile, AL",,9668,71,2003,8
Providence,12/21/2002,69,61,Home,,,10394,556,2003,8
Morehead St.,12/23/2002,82,64,Home,,,10560,444,2003,8
Utah,12/30/2002,49,51,Away,,,14665,732,2003,8
Xavier,01/04/2003,65,58,Home,,,15316,812,2003,8
Arkansas,01/08/2003,61,51,Home,,,12088,31,2003,8
Vanderbilt,01/11/2003,69,70,Away,,,12514,736,2003,8
Mississippi St.,01/15/2003,68,62,Home,,1 OT,13573,430,2003,8
Auburn,01/18/2003,68,77,Away,,,10500,37,2003,8
Ole Miss,01/21/2003,57,76,Away,,,8206,433,2003,8
Kentucky,01/25/2003,46,63,Home,,,15316,334,2003,8
LSU,02/01/2003,75,66,Home,,,15316,365,2003,8
Arkansas,02/05/2003,70,81,Away,,,17026,31,2003,8
Florida,02/08/2003,56,75,Away,,,12101,235,2003,8
Auburn,02/15/2003,84,68,Home,,,15316,37,2003,8
Georgia,02/18/2003,69,74,Home,,,11715,257,2003,8
Tennessee,02/22/2003,76,71,Away,,,16014,694,2003,8
Mississippi St.,02/26/2003,55,59,Away,,,9331,430,2003,8
Ole Miss,03/02/2003,86,63,Home,,,11968,433,2003,8
South Carolina,03/05/2003,82,59,Home,,,10316,648,2003,8
LSU,03/08/2003,62,66,Away,,,12822,365,2003,8
Vanderbilt,03/13/2003,69,82,Neutral,"New Orleans, LA",,8526,736,2003,8
Indiana,03/21/2003,62,67,Neutral,"Boston, MA",,17962,306,2003,8
Tuskegee,11/22/2002,96,79,Home,,,1579,720,2003,6
Vanderbilt,11/24/2002,40,68,Away,,,4944,736,2003,6
Mississippi St.,12/02/2002,58,100,Away,,,3407,430,2003,6
South Carolina St.,12/07/2002,75,88,Neutral,"Birmingham, AL",,225,647,2003,6
Savannah St.,12/09/2002,97,78,Home,,,1162,632,2003,6
Morris Brown,12/14/2002,65,58,Away,,,845,448,2003,6
Florida A&M,12/16/2002,89,91,Away,,2 OT,1200,228,2003,6
UAB,12/21/2002,69,91,Away,,,3796,9,2003,6
Grambling,01/04/2003,74,70,Home,,,1175,261,2003,6
Jackson St.,01/06/2003,68,82,Home,,,912,314,2003,6
Mississippi Val.,01/10/2003,81,91,Away,,,235,432,2003,6
Ark.-Pine Bluff,01/13/2003,66,65,Away,,,855,2678,2003,6
Alabama St.,01/18/2003,52,53,Home,,,7109,7,2003,6
Alcorn St.,01/25/2003,65,66,Home,,,1697,17,2003,6
Southern U.,01/27/2003,60,66,Home,,,1095,665,2003,6
Texas Southern,02/01/2003,67,72,Away,,1 OT,3500,699,2003,6
Prairie View,02/03/2003,67,79,Away,,,2116,553,2003,6
Mississippi Val.,02/08/2003,72,103,Home,,,1019,432,2003,6
Ark.-Pine Bluff,02/10/2003,72,54,Home,,,730,2678,2003,6
Alabama St.,02/15/2003,74,85,Away,,,7289,7,2003,6
Morris Brown,02/19/2003,92,58,Home,,,937,448,2003,6
Alcorn St.,02/22/2003,71,79,Away,,,1084,17,2003,6
Southern U.,02/24/2003,93,94,Away,,1 OT,699,665,2003,6
Texas Southern,03/01/2003,90,82,Home,,,1234,699,2003,6
Prairie View,03/03/2003,75,76,Home,,,1243,553,2003,6
Grambling,03/06/2003,62,63,Away,,,1255,261,2003,6
Jackson St.,03/08/2003,72,81,Away,,,800,314,2003,6
Furman,11/17/2002,73,74,Neutral,"Omaha, NE",,4076,244,2003,7
Texas-Arlington,11/18/2002,47,59,Neutral,"Omaha, NE",,200,702,2003,7
Alabama,11/22/2002,56,82,Away,,,9316,8,2003,7
Ole Miss,11/27/2002,58,74,Away,,,3392,433,2003,7
Florida A&M,11/30/2002,67,68,Away,,,342,228,2003,7
Georgia St.,12/05/2002,82,77,Away,,1 OT,617,254,2003,7
Troy,12/07/2002,71,80,Home,,,1837,716,2003,7
Montevallo,12/14/2002,79,61,Home,,,2068,1238,2003,7
Birmingham-So.,12/21/2002,58,53,Home,,,150,28593,2003,7
Troy,12/30/2002,61,81,Away,,,2640,716,2003,7
Jackson St.,01/04/2003,70,58,Home,,,2179,314,2003,7
Grambling,01/06/2003,79,70,Home,,,2739,261,2003,7
Ark.-Pine Bluff,01/11/2003,43,33,Away,,,740,2678,2003,7
Mississippi Val.,01/13/2003,73,67,Away,,,225,432,2003,7
Alabama A&M,01/18/2003,53,52,Away,,,7109,6,2003,7
Southern U.,01/25/2003,78,60,Home,,,3848,665,2003,7
Alcorn St.,01/27/2003,75,49,Home,,,4387,17,2003,7
Prairie View,02/01/2003,57,63,Away,,,3152,553,2003,7
Texas Southern,02/03/2003,52,58,Away,,,3100,699,2003,7
Ark.-Pine Bluff,02/08/2003,57,33,Home,,,3800,2678,2003,7
Mississippi Val.,02/10/2003,78,79,Home,,,1586,432,2003,7
Alabama A&M,02/15/2003,85,74,Home,,,7289,6,2003,7
Southern U.,02/22/2003,54,57,Away,,1 OT,650,665,2003,7
Alcorn St.,02/24/2003,50,69,Away,,,2586,17,2003,7
Prairie View,03/01/2003,54,60,Home,,,4826,553,2003,7
Texas Southern,03/03/2003,68,64,Home,,,1589,699,2003,7
Jackson St.,03/06/2003,60,70,Away,,,800,314,2003,7
Grambling,03/08/2003,67,63,Away,,,1850,261,2003,7
Alcorn St.,03/11/2003,55,58,Home,,,1256,17,2003,7
Lincoln Christian,11/22/2002,87,79,Home,,1 OT,1003,,2003,11
Cardinal Stritch,11/23/2002,80,95,Home,,,1064,,2003,11
Oklahoma St.,11/27/2002,69,98,Home,,,6077,521,2003,11
Wyoming,11/29/2002,69,77,Home,,,6502,811,2003,11
Montana,11/30/2002,69,52,Home,,,6502,441,2003,11
Northwest Nazarene,12/05/2002,71,56,Away,,,971,1274,2003,11
Seattle,12/07/2002,59,71,Away,,,212,1356,2003,11
Colorado Mines,12/20/2002,81,83,Home,,,600,155,2003,11
Colorado Mines,12/21/2002,78,95,Home,,,836,155,2003,11
Montevallo,12/30/2002,84,60,Home,,,882,1238,2003,11
Christian Bros.,12/31/2002,94,96,Home,,1 OT,734,1015,2003,11
Central Wash.,01/09/2003,81,74,Home,,,743,1010,2003,11
Saint Martin's,01/11/2003,102,63,Home,,,1230,1343,2003,11
Seattle Pacific,01/16/2003,68,86,Away,,,425,634,2003,11
Western Wash.,01/18/2003,88,83,Away,,,1780,1448,2003,11
Alas. Fairbanks,01/25/2003,55,78,Away,,,1419,12,2003,11
Humboldt St.,01/30/2003,88,90,Home,,1 OT,867,291,2003,11
Western Ore.,02/01/2003,78,68,Home,,,801,1446,2003,11
Central Wash.,02/06/2003,80,78,Away,,,1521,1010,2003,11
Saint Martin's,02/08/2003,92,85,Away,,,211,1343,2003,11
Western Wash.,02/13/2003,79,77,Home,,,1150,1448,2003,11
Seattle Pacific,02/15/2003,90,84,Home,,1 OT,1150,634,2003,11
Alas. Fairbanks,02/22/2003,70,73,Home,,,1450,12,2003,11
Humboldt St.,02/27/2003,69,86,Away,,,1338,291,2003,11
Western Ore.,03/01/2003,64,71,Away,,,747,1446,2003,11
Seattle,03/06/2003,85,70,Home,,,797,1356,2003,11
Northwest Nazarene,03/08/2003,74,79,Home,,,1063,1274,2003,11
Walla Walla,11/07/2002,98,71,Home,,,637,,2003,12
Walla Walla,11/09/2002,112,77,Home,,,806,,2003,12
Green Bay,11/21/2002,78,55,Home,,,3140,794,2003,12
Nebraska,11/23/2002,64,61,Home,,,3776,463,2003,12
Weber St.,11/24/2002,77,65,Home,,,4301,758,2003,12
Seattle,12/05/2002,78,58,Away,,,289,1356,2003,12
Northwest Nazarene,12/07/2002,67,63,Away,,,1042,1274,2003,12
Hawaii Pacific,12/21/2002,81,90,Away,,,401,2696,2003,12
Hawaii Pacific,12/22/2002,51,64,Away,,,250,2696,2003,12
Christian Bros.,12/30/2002,76,63,Neutral,"Anchorage, AK",,304,1015,2003,12
Montevallo,12/31/2002,94,61,Neutral,"Anchorage, AK",,221,1238,2003,12
Saint Martin's,01/09/2003,76,66,Home,,,694,1343,2003,12
Central Wash.,01/11/2003,62,60,Home,,,865,1010,2003,12
Western Wash.,01/16/2003,79,97,Away,,,1678,1448,2003,12
Seattle Pacific,01/18/2003,71,95,Away,,,575,634,2003,12
Alas. Anchorage,01/25/2003,78,55,Home,,,1419,11,2003,12
Western Ore.,01/30/2003,83,67,Home,,,619,1446,2003,12
Humboldt St.,02/01/2003,86,83,Home,,,1553,291,2003,12
Saint Martin's,02/06/2003,84,64,Away,,,200,1343,2003,12
Central Wash.,02/08/2003,82,106,Away,,,2005,1010,2003,12
Seattle Pacific,02/13/2003,86,78,Home,,,1093,634,2003,12
Western Wash.,02/15/2003,72,83,Home,,,1487,1448,2003,12
Alas. Anchorage,02/22/2003,73,70,Away,,,1450,11,2003,12
Western Ore.,02/27/2003,78,82,Away,,,625,1446,2003,12
Humboldt St.,03/01/2003,90,76,Away,,,1446,291,2003,12
Northwest Nazarene,03/06/2003,83,69,Home,,,852,1274,2003,12
Seattle,03/08/2003,81,59,Home,,,1536,1356,2003,12
Cal Poly Pomona,03/14/2003,76,80,Neutral,"Laie, HI",,235,91,2003,12
Siena,11/22/2002,75,79,Away,,,11672,639,2003,14
Bucknell,11/26/2002,53,56,Home,,,926,83,2003,14
Notre Dame,11/30/2002,55,90,Away,,,10699,513,2003,14
Army,12/09/2002,47,43,Away,,,461,725,2003,14
LIU Brooklyn,12/11/2002,62,78,Home,,,720,361,2003,14
Robert Morris,12/21/2002,69,67,Home,,,675,579,2003,14
Quinnipiac,12/23/2002,65,78,Home,,,893,562,2003,14
Syracuse,12/28/2002,79,109,Away,,,18683,688,2003,14
Lafayette,12/30/2002,75,83,Away,,,1232,342,2003,14
Colgate,01/02/2003,61,54,Home,,,991,153,2003,14
Maine,01/04/2003,71,90,Away,,,1437,380,2003,14
Boston U.,01/08/2003,63,66,Home,,,853,68,2003,14
New Hampshire,01/11/2003,61,58,Home,,,903,469,2003,14
Vermont,01/15/2003,53,63,Home,,,751,738,2003,14
Stony Brook,01/19/2003,87,92,Away,,2 OT,1647,683,2003,14
Binghamton,01/21/2003,59,86,Away,,,1821,62,2003,14
Dartmouth,01/25/2003,85,84,Home,,3 OT,1200,172,2003,14
Hartford,01/29/2003,68,80,Away,,,1237,272,2003,14
Northeastern,02/02/2003,80,89,Home,,1 OT,1051,500,2003,14
Boston U.,02/05/2003,50,78,Away,,,614,68,2003,14
Maine,02/08/2003,71,82,Home,,,3961,380,2003,14
Stony Brook,02/14/2003,82,74,Home,,,910,683,2003,14
New Hampshire,02/16/2003,87,79,Away,,,1573,469,2003,14
Binghamton,02/20/2003,59,76,Home,,,1548,62,2003,14
Hartford,02/22/2003,53,67,Home,,,971,272,2003,14
Northeastern,02/26/2003,54,69,Away,,,633,500,2003,14
Vermont,03/02/2003,60,69,Away,,,2457,738,2003,14
Vermont,03/09/2003,62,81,Neutral,"Boston, MA",,802,738,2003,14
Clayton St.,11/22/2002,67,72,Home,,1 OT,2722,20576,2003,13
Georgia College,11/23/2002,58,65,Away,,,632,1096,2003,13
Georgia College,11/26/2002,64,79,Home,,,567,1096,2003,13
Kentucky St.,11/30/2002,65,76,Home,,,589,332,2003,13
Columbus St.,12/02/2002,63,80,Home,,1 OT,752,159,2003,13
Kentucky St.,12/05/2002,82,89,Away,,1 OT,550,332,2003,13
Lane,12/07/2002,92,91,Away,,1 OT,430,347,2003,13
West Ga.,12/10/2002,87,94,Away,,,958,766,2003,13
Columbus St.,12/17/2002,55,76,Away,,,714,159,2003,13
Clayton St.,12/28/2002,62,76,Away,,,437,20576,2003,13
West Ga.,12/29/2002,55,69,Neutral,"Morrow, GA",,275,766,2003,13
Tuskegee,01/03/2003,68,65,Home,,1 OT,1231,720,2003,13
LeMoyne-Owen,01/04/2003,69,70,Home,,1 OT,233,350,2003,13
