player_name,class,season,position,height,g,fg_made,fg_attempts,fg_percent,3pt_made,3pt_attempts,3pt_percent,freethrows_made,freethrows_attempts,freethrows_percent,rebounds_num,rebounds_avg,assists_num,assists_avg,blocks_num,blocks_avg,steals_num,steals_avg,points_num,points_avg,turnovers,dd,td,player_id,year,school_id
"Ali, Hameed",Fr.,2011-12,G,74,30,48,166,0.289,21,65,0.323,12,18,0.667,51,1.700,47,1.567,5,0.167,23,0.767,129,4.300,43,0,0,1289295,2012,26172
"Dempsey, Myron",Jr.,2011-12,F,78,28,104,217,0.479,0,0,,33,81,0.407,201,7.179,25,0.893,22,0.786,33,1.179,241,8.607,41,3,0,1289296,2012,26172
"Dvorak, Kennon",So.,2011-12,G,74,14,8,25,0.320,7,20,0.350,7,15,0.467,13,0.929,9,0.643,0,,4,0.286,30,2.143,5,0,0,1289297,2012,26172
"Hawkins-Mast, Chris",Sr.,2011-12,G,78,30,136,333,0.408,14,68,0.206,94,146,0.644,183,6.100,25,0.833,6,0.200,18,0.600,380,12.667,90,4,0,1178372,2012,26172
"Hurd, Charlie",Jr.,2011-12,G,71,,,,,,,,,,,,,,,,,,,,,,,,1289298,2012,26172
"Jones, Terence",Jr.,2011-12,G,74,30,129,352,0.366,68,189,0.360,85,117,0.726,89,2.967,55,1.833,6,0.200,22,0.733,411,13.700,86,1,0,1401176,2012,26172
"Jordan, Johnathan",Fr.,2011-12,G,70,30,63,149,0.423,4,23,0.174,65,104,0.625,99,3.300,138,4.600,6,0.200,31,1.033,195,6.500,77,1,0,1289299,2012,26172
"King, James",Fr.,2011-12,G,72,12,5,16,0.313,3,12,0.250,0,1,0.000,3,0.250,1,0.083,0,,0,,13,1.083,4,0,0,1289300,2012,26172
"Kocher, Jake",Fr.,2011-12,G,73,29,31,87,0.356,18,57,0.316,12,18,0.667,52,1.793,18,0.621,0,,15,0.517,92,3.172,19,0,0,1289301,2012,26172
"Lynch, Kevin",So.,2011-12,F,79,4,0,1,0.000,0,0,,0,0,,5,1.250,0,,0,,1,0.250,0,,0,0,0,1190897,2012,26172
"Maxey, Nate",Fr.,2011-12,F,83,29,43,72,0.597,0,0,,16,39,0.410,86,2.966,6,0.207,48,1.655,9,0.310,102,3.517,25,1,0,1626940,2012,26172
"Pope-Didier, Jordan",Fr.,2011-12,F,80,28,20,48,0.417,0,4,0.000,2,7,0.286,48,1.714,3,0.107,5,0.179,7,0.250,42,1.500,18,0,0,1289303,2012,26172
"Smith, Jason",Jr.,2011-12,G,75,28,29,86,0.337,6,22,0.273,27,39,0.692,53,1.893,18,0.643,2,0.071,8,0.286,91,3.250,33,0,0,1402486,2012,26172
"Wang, Ted",So.,2011-12,C,84,24,11,32,0.344,0,1,0.000,7,15,0.467,31,1.292,2,0.083,11,0.458,0,,29,1.208,11,0,0,1178373,2012,26172
